,const,rm_rf,r_1
0,-0.021257578373238533,1.0561506915563699,0.0994355018156612
1,-0.04487091410541369,1.0506616645259337,0.054114831018543814
2,-0.062273692746432116,1.0422096441455482,0.035154677483877725
3,-0.07613900293882622,1.0440409683369007,0.013006100777983294
4,-0.07335817143842843,1.0466179215167695,0.028964419321602812
5,-0.07300882263580898,1.0520273865557626,0.02945648779340148
6,-0.07551528584061212,1.0580056494608354,0.0368765729672088
7,-0.0754618591433126,1.0580723539456771,0.035635625444755056
8,-0.0822771432873908,1.0596070096625179,0.03374024262631268
9,-0.09536834131786294,1.0635648925384291,0.0279552023791476
10,-0.10369790530511432,1.0671878311066734,0.039700944647293096
11,-0.11625437399747623,1.0671022183984715,0.04535656405535851
12,-0.11906760942927061,1.076972392299169,0.036072534049897964
13,-0.09726468196990339,1.0835881775773195,0.06009800059796906
14,-0.10003721565067515,1.0796952484505746,0.05858386713888299
15,-0.08974661045902509,1.0885567402354726,0.07837040911641022
16,-0.08425292493034077,1.0846673109379594,0.08469347725752215
17,-0.07330973892070686,1.0949786543367503,0.08233292663606677
18,-0.07457121115259185,1.1001616923490556,0.07236372795508947
19,-0.06583269751719995,1.1028234016779823,0.07386344741923474
20,-0.07289174701653808,1.0968753058064529,0.07003949435935163
21,-0.0846385349058744,1.099555542519045,0.05802893617524801
22,-0.08574233064536674,1.0952505611575625,0.056684319601577965
23,-0.08519242776015168,1.0909529783699066,0.053976113656167106
24,-0.0899612776590041,1.0848436286020302,0.0628877459785654
25,-0.0856363991397306,1.0659368005388679,0.08595907313211955
26,-0.08440527292207838,1.0669798646116149,0.08541797720993076
27,-0.08158104987896551,1.0738690053583244,0.08376664642245743
28,-0.08395149552135443,1.0748109956667085,0.08401069511241695
29,-0.08760856410261376,1.0628589480250792,0.08161250740500921
30,-0.08128042396074878,1.0797537083889128,0.08898691119232831
31,-0.06879060299926919,1.0898470144051173,0.10841792417304126
32,-0.07583275849924344,1.0915727052896835,0.09855420436763067
33,-0.07519498955071377,1.0920743885369186,0.09460985460323948
34,-0.07167229669647089,1.0900288587417262,0.09407156235461296
35,-0.06701088338446648,1.0976146745769062,0.08820461040779559
36,-0.06921312530680447,1.0958138067897079,0.08719670236211491
37,-0.0676399518129356,1.1230256860609587,0.09022640800412167
38,-0.07097733835470169,1.1225434166604331,0.08922336242103697
39,-0.06846313169916013,1.1243854115968808,0.08995026320623077
40,-0.06683587938485698,1.1239566775064576,0.0908216230500755
41,-0.06809700809736291,1.1196559377567692,0.08708847101410389
42,-0.06375591497431764,1.1182963533600223,0.0860264030366975
43,-0.06888555883364526,1.111886043995888,0.09030395760262802
44,-0.06004678367954539,1.116045444226489,0.09596704913151145
45,-0.06578872153436346,1.1186569943225457,0.09200880031293987
46,-0.06641857487212129,1.1178822619315634,0.09231145324768801
47,-0.0622986600065578,1.1188072260868296,0.09327753696223767
48,-0.055151316601923635,1.1269611830141344,0.09082298154341734
49,-0.05051731518107055,1.1300116214986615,0.09190886183788458
50,-0.04719754026934709,1.1335740835904944,0.08896435096143103
51,-0.042327909564080286,1.1243313586866417,0.09463144476473653
52,-0.03803408985443042,1.1177741166634325,0.09397140589888693
53,-0.04288342136135968,1.1130014861022028,0.08864761969623394
54,-0.039893256794839266,1.1049914835145402,0.09744901267989188
55,-0.03617764851449567,1.0930561026754102,0.10261585951461805
56,-0.03996041753085202,1.0781454828681123,0.09770817920360185
57,-0.043455351908140934,1.0719774098225294,0.10295517189130535
58,-0.05347733221666896,1.0804748855910622,0.10755344286940788
59,-0.04642606809205187,1.0707817889761937,0.10627113004811657
60,-0.04430826542547166,1.0730111953224475,0.10952404831882703
61,-0.03837038447239596,1.0815916793696148,0.10972381974462732
62,-0.037106049508575906,1.0797545427151503,0.10158551643607595
63,-0.033624002739239885,1.058647387646078,0.09465261881733933
64,-0.03814967362609609,1.0196471739440063,0.1160526938173146
65,-0.021245054458682265,1.023293393015871,0.18575469499461197
66,-0.02211815443628124,1.0243934774798538,0.1849010795383756
67,-0.021822916177655773,1.0163245084299497,0.19049978921958668
68,-0.0220459245671634,1.0162129420764123,0.18271954641608157
69,-0.019110558695081513,1.0129702475888593,0.1823172005096709
70,-0.010092950301900267,1.0042836818434877,0.18323042318490224
71,-0.014626734545033257,1.0029261492105757,0.18705996334043445
72,-0.01316289532046513,1.0016347418403335,0.18755113297139533
73,-0.003374242547959963,0.9775709454556923,0.188003723363223
74,0.005472467421185846,0.9722396479869942,0.1614778952127647
75,0.01013130734111917,0.962774376029609,0.1443428822873483
76,0.0043128068230109595,0.9349685247311846,0.15963959566037883
77,-0.00022505825201034975,0.937577099697821,0.1485381183301397
78,-0.001589912268526849,0.9460907637577951,0.15284591800062514
79,-0.014306455288900824,0.9426416913493874,0.12655461915550192
80,-0.020630452401225335,0.9291683717475324,0.1223224989818378
81,-0.025825012044041765,0.9199034734418255,0.13191516053985206
82,-0.01817162637348208,0.9354018592233687,0.15231775699910677
83,-0.022112785494435933,0.9357082690747165,0.15388639534991566
84,-0.0189409289928449,0.9332824612654272,0.15718452202186145
85,-0.020094804946752,0.9361313151695367,0.16004366062813621
86,-0.02085196335215334,0.9298545673187533,0.16339471983332066
87,-0.01829255489714663,0.9280549512620374,0.1614621266234045
88,-0.01410212141673256,0.9379695779710125,0.1455160596182546
89,-0.019973854949324722,0.9568829400598956,0.1407480714054685
90,-0.025192572558132197,0.9455983394398892,0.1498306723159016
91,-0.022172425059949662,0.9460830270209635,0.1546515653424271
92,-0.026106972217093013,0.9250981927250694,0.15818561498250716
93,-0.01645403089773283,0.9470426853304119,0.14715499734370535
94,-0.028362188032909144,0.9118989217688263,0.13123872197414344
95,-0.034896911837286326,0.8877819365055691,0.07912362956224636
96,-0.028169881914838282,0.88154848558945,0.11341834525480882
97,-0.027207113429706282,0.9014028477574315,0.11927389524629566
98,-0.026888173307052815,0.9046867399022444,0.12582414266036057
99,-0.02776305154559929,0.906004577622158,0.12141530225821474
100,-0.02897315680295202,0.8846508108984377,0.12576020542586433
101,-0.03331343871850037,0.8870064010984001,0.14113693653017864
102,-0.03076425925556301,0.8819576952259812,0.14864825899454176
103,-0.0277878796323063,0.8776617013798134,0.1559560481719709
104,-0.026257353209005168,0.8731568486546233,0.15685514818468013
105,-0.014394357087756918,0.8649140169335995,0.14592485890811654
106,-0.016155079897923082,0.8649055956808979,0.14437518666516394
107,-0.016091977774013923,0.8635692371924709,0.14490612617331824
108,-0.01813763156316846,0.8614295226953194,0.1465745263577536
109,-0.02096265184008598,0.8697930268670973,0.14575486646577585
110,-0.01992762163231478,0.8740251787432447,0.14979014364602228
111,-0.021135467186440077,0.8759834037809131,0.1430495372826457
112,-0.031302518413457034,0.8595818382828895,0.1296863387459686
113,-0.03389736700597164,0.830755953147491,0.14038138408890435
114,-0.0413629218414402,0.8243596336365409,0.15336764296588518
115,-0.03897548521286737,0.8262761215195087,0.1419390008027256
116,-0.044168152780756594,0.8496597961425799,0.1415073374213069
117,-0.042374820572003126,0.8438112516657617,0.13444187707495608
118,-0.03689615283287243,0.8427457993128579,0.1161730049112205
119,-0.0390167630860687,0.8525081658845769,0.11628747762990803
120,-0.04142563915171253,0.8540408894943556,0.11902458320383218
121,-0.04158309148864488,0.8539522105969203,0.1190657788833424
122,-0.035440990172833677,0.8482806143562699,0.1335959727773043
123,-0.03488582443204138,0.8511957503073443,0.1289356101944106
124,-0.03658365477763758,0.8533093018078954,0.12945151321816434
125,-0.04134648410733388,0.835309721629072,0.14696490234471782
126,-0.04490671496982144,0.8582415106242438,0.15274505511100148
127,-0.05266693790956203,0.8691583375780563,0.21585716527772883
128,-0.0489515764479178,0.85757942980202,0.1802500303138847
129,-0.052491547946898184,0.851313809735371,0.1778191022643016
130,-0.04795743946828906,0.8581321118486881,0.1832681672166084
131,-0.04665552106806785,0.8548090673020659,0.17756582255702713
132,-0.04606473301848619,0.8602417309010514,0.16659593947214016
133,-0.0530739141545622,0.8436935151779817,0.16831249447640748
134,-0.056413209873171805,0.8473064719221519,0.14822869942453124
135,-0.051720238157060415,0.8452251496117605,0.1533904661631604
136,-0.05401247281143504,0.8478694035399712,0.15158626575279793
137,-0.04954051686298563,0.8559052376897668,0.14609974752234925
138,-0.05412084840920933,0.8599207539560313,0.14584858519500277
139,-0.052460834990800655,0.8593257792021525,0.14594382886662405
140,-0.05459879656350897,0.8613111042693458,0.14751719373655378
141,-0.053389618904006245,0.8594188193302279,0.15206095391119664
142,-0.05359699729528787,0.854376660650466,0.15286675047855616
143,-0.05771013727834128,0.8438000555279438,0.1536000850662601
144,-0.05169464299391102,0.8751863776857501,0.15154567657099763
145,-0.057706423905889044,0.8778149388441749,0.12836932274733115
146,-0.049330199222365916,0.8625481333469547,0.13022247647320864
147,-0.05274465473842148,0.863453107873655,0.13119672736189822
148,-0.05155379722006277,0.8655346500101124,0.12886866413552298
149,-0.04562184911203351,0.8552891870014622,0.1270396057936139
150,-0.045606060371560946,0.8566924600814526,0.12725121144951704
151,-0.049184918795415075,0.8543674920603938,0.1288508792783184
152,-0.05648267539318189,0.8527175493218254,0.1226318951875447
153,-0.05240224798785879,0.8493425106879308,0.12194048125611774
154,-0.05415718607385271,0.8605348900102484,0.11965387264408299
155,-0.05227442827715885,0.858194888674887,0.12376081781566162
156,-0.04255077213085669,0.8697117537286325,0.12327082581788708
157,-0.04745784492244848,0.8670638393468176,0.12280555064468252
158,-0.043488043638688106,0.8628999249561359,0.1309611063112958
159,-0.04162579817453833,0.8604587362621604,0.1280399288808395
160,-0.0486018182986988,0.8757700210619849,0.13294937451187114
161,-0.055082001235725986,0.8697675470971903,0.13964886948179658
162,-0.058551352824219714,0.8652806305374674,0.1414632450742616
163,-0.05658562734480545,0.865263829633364,0.1444967893193983
164,-0.0513183044863744,0.8789904275794482,0.14302109330929974
165,-0.05339518112516566,0.8803413904812687,0.1364766023447765
166,-0.048244162852727535,0.8788717883045594,0.14455289700729157
167,-0.05094701298032196,0.8716641528831366,0.14178034063466713
168,-0.053780056781291,0.8733061139799152,0.14013484788115588
169,-0.062306629217864576,0.8787550123473061,0.14310236740730992
170,-0.06584581147170246,0.8803662012368562,0.14132210206612048
171,-0.0650636334321438,0.8801235740661307,0.14121822343545323
172,-0.06396800588602507,0.8823387434111141,0.1411794261763087
173,-0.06447962123322189,0.8758068748691467,0.154457405425475
174,-0.06673121728380944,0.8725687866203374,0.15556266014310519
175,-0.07013592796417817,0.8684710655706667,0.159646047707285
176,-0.060922904406309444,0.8769740873735247,0.16654548158832727
177,-0.040273035373497336,0.9011918824038964,0.18882640744751755
178,-0.04549767651379092,0.9001760881148971,0.17928307990203088
179,-0.0387376149349838,0.8937773439698576,0.19524366292206674
180,-0.039132019174628725,0.8829764060686727,0.1950839397897654
181,-0.04402418577147152,0.8771541861932897,0.20394474655667083
182,-0.04145996794554094,0.8750059643057073,0.21841174888775164
183,-0.04006155139111514,0.8778104357094934,0.22073358345129454
184,-0.03856098322781925,0.8788377791165956,0.2197957443513174
185,-0.039678208144144606,0.8806905196359543,0.21777035912501488
186,-0.040461820784911444,0.8796374542944548,0.21812311225399617
187,-0.031221413853135427,0.8748787885444446,0.22438260564036525
188,-0.026487790960581525,0.8713618570913535,0.22957610265382272
189,-0.03180669241026881,0.8706049788421325,0.22774342090163566
190,-0.017428987022890113,0.8538541383318565,0.23560388227883514
191,-0.0094160541543887,0.851679636805991,0.20442514651841678
192,-0.016315833327154836,0.8517363634912595,0.22975583877698016
193,-0.01714940936474864,0.8554106981768668,0.22756668355679438
194,-0.012393564453190942,0.8479886413280429,0.2256546777080579
195,-0.010454278439372237,0.8559684522097479,0.22930922266103027
196,-0.010354433490000165,0.8430194780893238,0.2433697913158786
197,-0.006183963291626953,0.8467144643820452,0.24196355818199677
198,-0.0044642306219603856,0.8468411658614081,0.2486899484295363
199,-0.0077107491489678765,0.8481610232308074,0.2457205146775699
200,-0.0055453304715601896,0.8459553292388828,0.2469404837006747
201,-0.0099259967823017,0.8376935921282602,0.25122676849978864
202,-0.00816210660234124,0.8264107802510006,0.26527208237840066
203,-0.007801285735905898,0.8278124418291397,0.26546635891443393
204,-0.010335654335519232,0.8228241297150266,0.263133757461269
205,-0.015319990971858455,0.8221898038017301,0.263499512430459
206,-0.011159863352530474,0.8273329698933448,0.25871730356272543
207,-0.005172229025892336,0.8397365066962169,0.255897092186002
208,-0.013234564743821807,0.810406367928378,0.262106907550492
209,-4.563959216315957e-05,0.7993374468113513,0.30811135370030074
210,-0.007782753505143869,0.8099470709576867,0.30512049073625896
211,-0.01052063380167912,0.7919318611420864,0.3030603259798084
212,-0.01484959546870352,0.7860864901935174,0.30141836135514877
213,-0.024236081535969105,0.7953611032557154,0.2807214944066912
214,-0.02057711667506587,0.7980804395073108,0.2731183946306865
215,-0.018528428139032577,0.7980155594505691,0.2733608350033559
216,-0.0038027209698902774,0.7997801882841826,0.27953603077354106
217,-0.006659828544990176,0.8018642596102327,0.28408670693847005
218,-0.005082532231538481,0.7929130413371446,0.2799767546547734
219,0.001708027247146613,0.8059593157835595,0.2734333947250475
220,-0.004380060992807675,0.8142743815585378,0.25441390658655133
221,0.0015825516655583313,0.8028217688974947,0.2538963925915185
222,0.0055815317962036376,0.797209614777274,0.25404657151713844
223,0.005653632916209275,0.8037153520526852,0.25580036173925846
224,0.015185434108627884,0.7780669923531308,0.24859126674678841
225,0.01839843076653381,0.7536481539762648,0.23417285301076493
226,0.012132143792182816,0.7724285916382145,0.23495953119511181
227,0.02055597880137703,0.7999694715892152,0.19799694474509152
228,0.017013230021300077,0.8134542200242094,0.1757948631043713
229,0.012738419681992508,0.8117110756124091,0.17452950309144985
230,0.008712578477358521,0.8137142087005067,0.17441398759710136
231,0.014499623132218012,0.8126562613583238,0.17032795386910302
232,0.015401238281710814,0.8135874515550258,0.16822452571009353
233,0.010887426431605582,0.8090166952273826,0.18493545349836427
234,0.016334557094998745,0.8015375919125051,0.18571132882398883
235,0.022619573925776425,0.8356520297470028,0.17470537677544407
236,0.02782559374730467,0.8141408919758443,0.13723288325862293
237,0.04135691313643343,0.8192279990305793,0.0947260892976196
238,0.04092493377809983,0.8368572042935275,0.06520543966854324
239,0.04326033262808346,0.8381527282928269,0.06354949224921524
240,0.04980189917203976,0.8249053893413175,0.07592920553846846
241,0.04922831958780734,0.8088842250849242,0.03487015511537889
242,0.04414706061536011,0.8213056005924392,0.04238796569330122
243,0.03171723289399153,0.8404313251050838,0.03856666166231768
244,0.03318923796089606,0.8379320744120288,0.0443198421394383
245,0.035540022103953295,0.8295772889277245,0.03693033202971716
246,0.03300215798535266,0.8581956385967171,0.05733281697361506
247,0.031218511567184776,0.8569513751590131,0.05889939088379991
248,0.029968081360425357,0.8588969272690963,0.05824961842750341
