,const,rm_rf,smb,hml,rmw,cma
0,-0.03883045403553549,1.0767529286140411,0.381380135341036,-0.0034102355027392237,-0.2176850404821303,0.1378559909356749
1,-0.038823844512899976,1.0766850770244447,0.3812119485959055,-0.003054851494912172,-0.21734565309239032,0.13741906360030168
2,-0.03881665584122569,1.0766162809869042,0.38104242251477877,-0.002701897832343287,-0.21700780193535357,0.13698669421532492
3,-0.0388088863471375,1.0765465352463406,0.3808715485220039,-0.0023513878788502434,-0.21667148961109872,0.13655889938033242
4,-0.038800534368122475,1.0764758346228078,0.3806993180833345,-0.0020033350745744015,-0.21633671854442277,0.13613569584351543
5,-0.03879159825292158,1.076404174014284,0.38052572270953816,-0.0016577529328232264,-0.21600349098282207,0.13571710050188796
6,-0.038782076361926945,1.0763315483995244,0.3803507539601226,-0.0013146550367943341,-0.21567180899447147,0.13530313040145125
7,-0.03877196706758164,1.0762579528409284,0.3801744034471201,-0.0009740550361839459,-0.2153416744662795,0.1348938027372082
8,-0.03876126875478565,1.0761833824874836,0.37999666283898625,-0.0006359666437061897,-0.215013089101947,0.13448913485316946
9,-0.038749979821305014,1.0761078325777207,0.37981752386457385,-0.0003004036314651179,-0.21468605442008729,0.13408914424217572
10,-0.0387380986781856,1.076031298442755,0.37963697831721693,3.262017276228557e-05,-0.2143605717523609,0.1336938485457183
11,-0.038725623750171474,1.0759537755093391,0.37945501805889914,0.00036309088937972064,-0.21403664224166558,0.13330326555359437
12,-0.03871255347612664,1.075875259302985,0.3792716350245178,0.0006909945909236681,-0.21371426684037195,0.1329174132035084
13,-0.03869888630946076,1.0757957454511093,0.3790868212262441,0.0010163173061366064,-0.21339344630860801,0.13253630958053755
14,-0.03868462071856023,1.0757152296862564,0.37890056875799266,0.0013390450241834247,-0.21307418121256716,0.13215997291652806
15,-0.03866975518722133,1.0756337078493365,0.3787128697999771,0.0016591636989548896,-0.2127564719229005,0.13178842158935697
16,-0.03865428821508747,1.0755511758929188,0.37852371662335366,0.0019766592534902214,-0.2124403186131641,0.13142167412209058
17,-0.03863821831809143,1.0754676298845836,0.37833310159500033,0.002291517584559478,-0.2121257212582862,0.13105974918205107
18,-0.03862154402889957,1.0753830660102983,0.3781410171823568,0.0026037245673169746,-0.2118126796331464,0.1307026655797326
19,-0.038604263897360935,1.075297480577863,0.3779474559583998,0.002913266060108215,-0.21150119331116504,0.13035044226765327
20,-0.0385863764909585,1.0752108700203722,0.3777524106066917,0.0032201279093822723,-0.21119126166301289,0.13000309833902446
21,-0.03856788039526467,1.0751232308997423,0.37755587392655326,0.0035242959547386256,-0.21088288385535284,0.1296606530263355
22,-0.03854877421440062,1.0750345599102908,0.3773578388383398,0.003825756034078037,-0.21057605884964498,0.1293231256998463
23,-0.03852905657149689,1.0749448538823274,0.3771582983887991,0.0041244939888915155,-0.21027078540108873,0.12899053586586015
24,-0.03850872610915907,1.0748541097858169,0.37695724575656436,0.004420495669658781,-0.20996706205756724,0.12866290316495613
25,-0.03848778148993627,1.074762324734087,0.3767546742577389,0.00471374694138668,-0.20966488715871648,0.12834024737005217
26,-0.0384662213967908,1.0746694959875418,0.37655057735157116,0.005004233689228675,-0.2093642588350988,0.12802258838431677
27,-0.03844404453357412,1.0745756209574866,0.37634494864628026,0.005291941824284693,-0.20906517500738778,0.12770994623899865
28,-0.03842124962550214,1.0744806972099132,0.37613778190493896,0.005576857289466181,-0.20876763338574633,0.1274023410910404
29,-0.03839783541963613,1.0743847224693948,0.37592907105149526,0.005858966065509721,-0.20847163146921888,0.12709979322062834
