,lb,pt_est,ub
0,0.01599414521109491,0.02258210025925212,0.02917005530740933
1,-0.026234643937989854,0.041057417150277914,0.10834947823854568
2,-0.07064960699408439,0.028606490460371767,0.1278625879148279
3,-0.09060395317070498,0.01862337715344312,0.12785070747759122
4,-0.03890077950577046,0.042238130331785216,0.1233770401693409
5,-0.005913382319155544,0.06243096428177197,0.1307753108826995
6,0.05346649702669424,0.09185358933898258,0.13024068165127092
7,0.05753995997419749,0.09803887468411199,0.1385377893940265
8,0.06147324678960717,0.10090926904781448,0.1403452913060218
9,0.055314811829606084,0.10187986826478716,0.14844492469996823
10,0.06052661775401094,0.11091490036985352,0.1613031829856961
11,0.081786900292406,0.11823362921163863,0.15468035813087128
12,0.007248054099718085,0.08243725112951125,0.15762644815930443
13,0.0032941266877199865,0.08126767969477876,0.15924123270183754
14,0.004834334739331425,0.08185689779359213,0.15887946084785284
15,-0.002137772935173976,0.07659062521725145,0.15531902336967687
16,-0.004396373757707392,0.0767355797622798,0.157867533282267
17,-0.014391168192873713,0.07322988160627092,0.16085093140541556
18,-0.01452027636190259,0.07402963805258357,0.16257955246706973
19,-0.038657258922066395,0.059785270060763895,0.1582277990435942
20,-0.03766197418314732,0.06455589073859476,0.16677375566033684
21,-0.03746090146810767,0.06404452281748514,0.16554994710307797
22,-0.03797570266219234,0.06385720444821333,0.165690111558619
23,-0.04962147684135369,0.0571897595294049,0.16400099590016348
24,-0.05701986917291857,0.05975786687878462,0.1765356029304878
25,-0.04432367499742672,0.08643148809507946,0.21718665118758562
26,-0.043907178534222796,0.08395461562673986,0.21181640978770253
27,-0.04480591179668432,0.08068423195899542,0.20617437571467517
28,-0.04599479280603486,0.08080519254845803,0.2076051779029509
29,-0.028642881667834366,0.08813103278176178,0.20490494723135794
30,-0.0266485678486601,0.09047233770846708,0.20759324326559425
31,-0.022769624151364562,0.09347605246410905,0.20972172907958264
32,-0.018611679906371623,0.08915057667343126,0.19691283325323417
33,-0.018215427127087278,0.09069236551533726,0.19960015815776178
34,-0.014458760174541993,0.09560795957223445,0.2056746793190109
35,-0.022070493317494624,0.0908759271010999,0.2038223475196944
36,-0.026300282844690215,0.08953005543707213,0.20536039371883447
37,-0.026099549425595336,0.08879769205889988,0.2036949335433951
38,-0.03154337642014789,0.08838739815203119,0.20831817272421027
39,-0.02133520779883903,0.08895083622561942,0.19923688025007785
40,-0.035639451122865096,0.08081473871674895,0.197268928556363
41,-0.030179264639088918,0.08402002562647455,0.198219315892038
42,-0.038765411462208355,0.08248861418082411,0.20374263982385657
43,-0.03814883591806201,0.08116939693600299,0.20048762979006798
44,-0.009401241802128271,0.09464890839522351,0.1986990585925753
45,-0.00023143709170979354,0.10063364684008885,0.2014987307718875
46,-0.012313623799816764,0.09327947943568402,0.1988725826711848
47,-0.02590253689948034,0.08540278467052036,0.19670810624052104
48,-0.02332461519979674,0.08468364190053146,0.19269189900085965
49,-0.0135543420340494,0.08982200611556904,0.19319835426518747
50,-0.0230394997184932,0.08806453614692977,0.19916857201235275
51,-0.021224473243186576,0.08798462865333272,0.197193730549852
52,-0.019948174281636824,0.08408698155637158,0.18812213739438
53,-0.014944603370868018,0.0884883158971928,0.1919212351652536
54,-0.044515641732958244,0.07611778475553901,0.19675121124403627
55,-0.07212433858678023,0.06224329397347507,0.19661092653373036
56,-0.12229875915237935,0.03665513924319029,0.19560903763875992
57,-0.14030685235743598,0.029181191945201745,0.19866923624783947
58,-0.11826555663358683,0.029645650634499743,0.17755685790258632
59,-0.1283295353143571,0.020397995862042363,0.1691255270384418
60,-0.1318710073704262,0.017501692180294032,0.1668743917310143
61,-0.07413168943390139,0.07321128496212351,0.2205542593581484
