,const,rm_rf,smb,hml,r_1
0,0.05541634544577943,0.9967008915860519,0.02955183155299208,-0.013579940498039962,0.09355977154841483
1,0.05220413600409556,0.9782407851331937,0.004426132302329502,-0.008113384244068695,0.1100360541238206
2,0.047862595099990114,0.9760685265201596,0.014109412034958193,-0.014901454894793092,0.09341699113626134
3,0.03220731321365256,0.9724048427827048,0.007782940063419416,0.013338932879742188,0.08693385891505741
4,0.03632973684215015,0.9771550521561769,-0.0015681052953191448,0.020169239212313863,0.09338953604249024
5,0.041548362456627255,0.9831933589411803,-0.01964930471401735,0.03135381596188831,0.09481305994900585
6,0.04051295793664961,0.984745244204062,-0.015482029974335617,0.06084515645728223,0.09134259308204935
7,0.03508863478213264,0.9870992471229145,-0.0010458271519843436,0.06454608900938336,0.08831810522780194
8,0.03348175255132121,0.9723446025261421,-0.040838787085160276,-0.04512718958399638,0.1132183438118521
9,0.027098800799799552,0.9685741294552401,-0.03951209737108969,-0.05100592826214612,0.11793253832270892
10,0.015809859828911917,0.9755848144471343,-0.09650918718257236,-0.12849948638716507,0.12657782225496095
11,0.010765458369914058,0.9805412882412468,-0.06666276052341874,-0.10522201560319344,0.1312440666800894
12,-0.000947305246631602,0.9795133691514443,-0.017732885751508987,-0.13858738452698532,0.12443730513803412
13,-0.012487894692891839,0.9675680952082144,0.017959723938139736,-0.07251294836978832,0.12260014630086362
14,-0.012623414103037882,0.9677843282793797,0.017922567452275016,-0.07091572021456485,0.12232432411578273
15,-0.014084825477936375,0.9724687577265894,-0.010329905472267182,-0.11189853824115395,0.13163713988588047
16,-0.0011818770625258265,0.9662398058153353,-0.015683730501127473,-0.13391662778490268,0.13660721863382566
17,0.008644684752913119,0.9648157993270227,0.011305597986594713,-0.14649894820712106,0.12269818048321002
18,0.010223809481814516,0.9676945725321794,-0.0011341808926073687,-0.14539844361410917,0.1270061738965521
19,0.012581766497253007,0.9713490909000275,-0.00024477856227940264,-0.1357373361143857,0.12956588318159032
20,0.011929835751594044,0.9574284818393098,-0.01092035580676105,-0.18763115385555648,0.13255628077921913
21,0.012336460135968634,0.956180044290804,-0.012014098631877074,-0.1965980843737748,0.1315011590055397
22,0.009704937960099105,0.9512387164297711,-0.010712308380144456,-0.2040311073226417,0.13059105141382266
23,0.004806286795245923,0.9568888306115106,-0.01753261613343292,-0.21501610300461182,0.13066902038280517
24,0.0051235445200268764,0.9543390845342838,-0.008212372756659156,-0.21757805024759586,0.12224871366420642
25,-0.003798362907944969,0.9388155119604016,-0.025376341620331873,-0.24656948224503736,0.17406900222766844
26,-0.009854297870389626,0.9308660743857778,-0.05493456123847883,-0.28466283545304943,0.17396080084509946
27,-0.00598601368510841,0.9345041126033065,-0.0513182850012862,-0.28565005086499773,0.16396935178696956
28,0.005999680491320481,0.9279968244126281,-0.06539005342084601,-0.30289055820486727,0.18074147256452722
29,0.003957899947358177,0.9251728283496197,-0.06152502080170164,-0.3209555064735004,0.17385424895981022
30,0.0028823506358204775,0.9317521999633606,-0.06906782762041767,-0.29744755639908366,0.1753933619375315
31,-0.011179073807642485,0.9224527904681489,-0.03099521403080024,-0.2381477612780539,0.1517857089509282
32,-0.017377060008775713,0.9202897734848533,-0.053055990385834216,-0.24606366357125375,0.1488230382745662
33,-0.025381130932498795,0.9244162953860233,-0.050002715235553864,-0.24076779085302422,0.1375856725746589
34,-0.022169157734717688,0.9215832127535599,-0.045095676963888526,-0.24332265186982915,0.1361176024543532
35,-0.02647384379819999,0.9205429332709145,-0.03504011319889523,-0.22802027799436078,0.13571007156166803
36,-0.01919697431224375,0.9144505863973177,-0.04811399930449307,-0.26247850859161875,0.14535303493750168
37,-0.012401566593773637,0.9237063199430556,-0.038812547785822965,-0.2456749813395559,0.14787386990992732
38,-0.007125679950137868,0.9252530307026986,-0.03763678334959868,-0.25222371270577915,0.1461535503454585
39,-0.0006007704438250023,0.9236225195026325,-0.03550484782943344,-0.2624472121251921,0.1494301836928411
40,-0.0008614898583884367,0.9210126983709384,-0.03774002744853485,-0.26857476933276814,0.15000562811304272
41,-0.004311984125039835,0.9241725063941351,-0.009322419157080524,-0.2630843226291553,0.14831169656650986
42,-0.013153418764281007,0.9305896769085441,0.023738434994543648,-0.19913039382098424,0.13533674853485417
43,-0.016352724235509073,0.9265464023532962,0.016570767458318588,-0.20992010583471132,0.1365053410144354
44,-0.024388068656781402,0.9205994882365021,0.01543616375226324,-0.20044645191958352,0.12978101961115987
45,-0.01765753892227405,0.9243725948023538,0.029485133468324643,-0.15001468545409197,0.13125653665433842
46,-0.015112507892371176,0.9246130618674482,0.02689465006630457,-0.1510549376196176,0.13064090927323035
47,-0.016225145769595207,0.9226333167800753,0.0238428954179643,-0.1556955115049938,0.1310146792925552
48,-0.011375617675870312,0.9291704528498245,0.029387157768282334,-0.11262333812268041,0.135964023347407
49,-0.007856322798325195,0.9335161616730697,0.02396637553916456,-0.10814841323408407,0.14124061183565273
50,-0.008060477949360325,0.9350525784793506,0.02288984173165205,-0.11004074329185085,0.13901726898771893
51,0.006629302943149189,0.9509864746966697,0.03910374214328623,-0.09900552337129845,0.1306583694837715
52,0.004191504818220581,0.953679563352729,0.036085694237164435,-0.0998231793053203,0.12868204414323384
53,-0.003919978359659627,0.9494512435820641,0.013733179620670968,-0.09527687264211723,0.1265361330630427
54,-0.0024069768651762647,0.9494663736077613,0.005756468654820984,-0.09771557519133506,0.13582362110928606
55,-0.0019917248184755593,0.950879120802247,0.009769220738256002,-0.08995805043064285,0.13428962723475055
56,0.0014367907340188334,0.9391060155894726,0.0008134024590781823,-0.07803638356596006,0.1401929029055673
57,0.004698788202938619,0.9297451568150109,-0.00604011340879459,-0.09296122956731877,0.14308402763504524
58,0.012751374289303726,0.9301843184424167,0.014081810002173222,-0.09986379244900172,0.12369270890350138
59,0.01032846318018423,0.9369015333275765,0.053689100225116526,-0.09957941004457078,0.12328716230910866
60,0.010412409803701374,0.9384935419119477,0.05443204440486977,-0.10060994316138265,0.12329608753999512
61,0.002411437233484801,0.9148959863335007,-0.02448723439850317,-0.1811339755486215,0.12348451353317959
62,-0.0038486930093454396,0.9390772986822494,0.01519231495614585,-0.10323977309210175,0.14020572628183775
63,0.000688301196009312,0.9390381793144779,0.004837181561802209,-0.11980716965799292,0.14682803949308146
64,0.00532953056969549,0.9450538409943385,0.009515981018229714,-0.10069017028187353,0.14898139860224152
65,0.005518035056199677,0.9391583465295448,0.0005340829232503812,-0.10006568955043964,0.16978502405818074
66,0.009190191655753086,0.9513260494510443,0.013307851215040457,-0.08639561701208412,0.16698305987907586
67,0.01100210857359074,0.9494263504969835,0.01567201166892552,-0.08851875599794426,0.16714669483307903
68,0.007153772655337677,0.941176755813651,0.015722159453070296,-0.10562715627974158,0.17580338126308984
69,0.003651838528892914,0.9423542993187867,0.01692200907083831,-0.12658738677497786,0.16949951188249562
70,0.007652202111034428,0.9507257211309732,0.011835885976842112,-0.12711657045233907,0.17391722396059375
71,0.014063935694542541,0.9736023232245888,0.057941328789905065,-0.04902684855742712,0.14709529211214922
72,0.016241302505076563,0.9782628977613891,0.07470875897822876,-0.03625860920422628,0.13450517073308016
73,0.03525720876388008,0.965134728899087,0.1182496144222993,0.02178123538341375,0.11473161738528362
74,0.0395207812534681,0.9533219406871587,0.09801401399099104,0.006298190431414062,0.10893038772650564
75,0.04090467499758185,0.9169620598229645,0.009026148185578552,-0.0009425440724985471,0.1189967429363853
