,const,rm_rf,smb,hml,rmw,cma,r_1
2346,-0.016581839541214234,1.0074884288995019,0.11048863953156436,0.12040057407500827,-0.006220382613046048,0.046522371535899526,0.018662216246547722
2347,-0.016045163215724852,1.0067930100902027,0.10902712553845637,0.11788295999556198,-0.006428772543371596,0.046521367278580444,0.01902361899391419
2348,-0.015499677389669678,1.0061008951040715,0.10757531002955267,0.11540985860782485,-0.006598902784624154,0.04663299687221438,0.019388166868639495
2349,-0.014945743207077911,1.0054125910673066,0.10613409687735227,0.11298134405574725,-0.006730813673616462,0.04685542774336663,0.01975596996858094
2350,-0.014383729765397651,1.0047285910153083,0.10470436185594281,0.1105974535429615,-0.006824560632470619,0.04718675787881783,0.020127135534634667
2351,-0.013814013386678136,1.004049373595877,0.10328695242860993,0.10825819040759942,-0.006880214511880895,0.047625020303687454,0.020501767617792207
2352,-0.013236976892765089,1.0033754028003736,0.10188268759362597,0.10596352713099669,-0.006897861973718646,0.04816818747829965,0.02087996674417394
2353,-0.01265300888561239,1.0027071277208743,0.10049235778201918,0.1037134082686861,-0.0068776059085009,0.04881417560561854,0.021261829578730716
2354,-0.01206250303373202,1.0020449823315887,0.09911672480160166,0.10150775329339401,-0.0068195658828119725,0.04956084884230656,0.021647448588392623
2355,-0.011465857365719197,1.0013893852929696,0.09775652182194633,0.09934645934104604,-0.006723878611738295,0.05040602340724267,0.022036911705489794
2356,-0.010863473571731903,1.0007407397772359,0.09641245339553643,0.09722940385209781,-0.006590698450770529,0.05134747158278965,0.022430301992384653
2357,-0.010255756313726294,1.000099433314139,0.09508519551068775,0.09515644710166205,-0.0064201979017443475,0.052382925604814036,0.02282769730827572
2358,-0.009643112545227364,0.9994658376561592,0.0937753956724681,0.09312743461320976,-0.00621256812693461,0.05351008143859372,0.023229169979233792
2359,-0.009025950841334474,0.9988403086622656,0.09248367300803693,0.09114219945156152,-0.005968019465695067,0.05472660243858105,0.023634786472530468
2360,-0.008404680739665178,0.9982231861998799,0.09121061839355948,0.08920056439216557,-0.005686781947406355,0.05603012289103893,0.024044607076435763
2361,-0.0077797120928843385,0.9976147940645722,0.08995679460003639,0.087302343964482,-0.00536910579501501,0.057418251439147264,0.024458685586629312
2362,-0.0071514544334498505,0.9970154399172991,0.08872273645585323,0.08544734636827472,-0.005015261913104487,0.0588885743911813,0.02487706900044443
2363,-0.006520316351201274,0.9964254152391976,0.08750895102430678,0.08363537526254662,-0.004625542354615699,0.06043865891278987,0.02529979722017825
2364,-0.005886704884386028,0.9958449953039047,0.0863159177945414,0.08186623142748856,-0.004200260760434716,0.06206605610529361,0.025726902766702017
2365,-0.005251024924711464,0.9952744391676147,0.08514408888473314,0.08013971430061474,-0.0037397527661887403,0.06376830397230332,0.026158410504627663
2366,-0.0046136786370238525,0.9947139896771724,0.08399388925668881,0.07845562338892005,-0.0032443763707397594,0.06554293027740929,0.02659433738028345
2367,-0.003975064894172997,0.9941638734964559,0.08286571694110727,0.07681375955934765,-0.0027145122611401634,0.0673874552962928,0.027034692173726258
2368,-0.003335578727647593,0.9936243011514743,0.08175994327310591,0.07521392621042733,-0.0021505640890456456,0.0692993944667623,0.02747947526601659
2369,-0.002695610794546935,0.9930954670946003,0.08067691313776279,0.07365593032836473,-0.0015529586938153625,0.0712762609405849,0.027928678422948498
2370,-0.002055546861453932,0.9925775497883398,0.0796169452255403,0.07213958343118332,-0.0009221462679587755,0.07331556804117459,0.02838228459638291
2371,-0.001415767305763501,0.9920707118090951,0.07858033229763049,0.07066470240486447,-0.00025860046082004943,0.07541483163135056,0.02884026774430374
2372,-0.0007766466350237228,0.9915750999713584,0.07756734146136418,0.06923111023562675,0.00043718158320136364,0.07757157239544313,0.029302592670660536
2373,-0.00013855302482210967,0.9910908454726401,0.07657821445580511,0.06783863664269905,0.0011646792550208931,0.07978331804005968,0.02976921488597697
2374,0.000498152124241631,0.9906180640595961,0.0756131679478953,0.06648711861608282,0.0019233485829218107,0.0820476054178224,0.030240080489692334
2375,0.001133114609992184,0.9901568562155262,0.07467239383930971,0.0651764008638498,0.002712622408477473,0.0843619825782821,0.030715126075066258
2376,0.0017659878320103112,0.9897073073695685,0.07375605958444514,0.0639063361736682,0.003531910638457241,0.08672401075003794,0.031194278657446898
2377,0.0023964331743975896,0.9892694881276061,0.07286430851967386,0.06267678569306909,0.0043806005740401836,0.08913126625807864,0.031677455626578206
2378,0.003024120367501186,0.9888434545250931,0.07199726020430147,0.061487619133205024,0.005258057318562286,0.09158134238002905,0.03216456472357442
2379,0.0036487278281748963,0.9884292483016311,0.07115501077333146,0.06033871490056353,0.006163624264041049,0.09407185114469897,0.03265550404303523
2380,0.004269942978179737,0.9880268971972349,0.07033763330229796,0.059229960161140086,0.007096623656740517,0.09660042507632811,0.033150162060731125
2381,0.004887462540350867,0.9876364152700162,0.06954517818428708,0.0581612508414765,0.008056357241138479,0.0991647188872647,0.033648417687140636
2382,0.0055009928122011775,0.9872578032349567,0.06877767351922323,0.057132491570792886,0.009042106981441443,0.10176241112184098,0.034150140347037415
2383,0.006110249916670067,0.9868910488233237,0.0680351255154588,0.05614359556836024,0.010053135859248018,0.10439120575371404,0.034655190085211736
2384,0.0067149600297740876,0.9865361271621136,0.06731751890356759,0.055194484480073795,0.011088688745284944,0.10704883373855618,0.035163417698272796
2385,0.0073148595849528006,0.9861930011729145,0.06662481736225843,0.05428508816805398,0.012147993343100818,0.10973305452388628,0.035674664892408295
2386,0.007909695453952483,0.985861621989407,0.06595696395620619,0.05341534445695926,0.013230261201782152,0.11244165751717636,0.036188764466832106
2387,0.008499225104156837,0.9855419293925617,0.06531388158549666,0.052585198840435464,0.01433468879448947,0.11517246351329256,0.03670554052253771
2388,0.009083216732306176,0.9852338522626315,0.06469547344638844,0.05179460415106564,0.01546045865929844,0.11792332608188025,0.037224808695885986
2389,0.009661449374613712,0.9849373090468345,0.06410162350295881,0.05104352019696193,0.0166067405982663,0.12069213291492695,0.03774637641642094
2390,0.010233712993350273,0.9846522082415495,0.06353219696915856,0.05033191336792279,0.017772692930477035,0.12347680713460703,0.03827004318821273
2391,0.010799808540006107,0.9843784488878553,0.06298704080077606,0.04965975621401895,0.018957463794455596,0.12627530856103317,0.03879560089392792
