,const,rm_rf,smb,hml
0,0.030809282069976338,0.9914128426530806,0.19887845137850915,0.04174539263326998
1,0.030468963099600423,0.9912053880848668,0.19785916883968896,0.04105516705685581
2,0.03012948179676504,0.9909992704686265,0.19684049639791046,0.04036856017042264
3,0.029790911282535384,0.9907946009118636,0.19582242844207434,0.03968599381418933
4,0.029453325361056132,0.9905914928083108,0.1948049576627661,0.039007892695273334
5,0.029116798459180963,0.9903900618199768,0.1937880750404076,0.038334684231673244
6,0.028781405563536935,0.9901904258569474,0.19277176983407843,0.037666798392376855
7,0.028447222155049808,0.9899927050549368,0.19175602957105004,0.037004667533663445
8,0.028114324140962627,0.9897970217506311,0.1907408400370907,0.03634872623172959
9,0.027782787784389425,0.989603500454801,0.1897261852675735,0.03569941111165968
10,0.027452689631450998,0.9894122678232253,0.188712047539464,0.03505716067289344
11,0.02712410643604965,0.9892234526254381,0.18769840736423724,0.0344224151112444
12,0.026797115082347316,0.9890371857113321,0.18668524348180404,0.033795616137583036
13,0.026471792505019374,0.9888535999756465,0.18567253285552276,0.033177206793288234
14,0.026148215607366496,0.9886728303203545,0.18466025066836994,0.03256763126253562
15,0.02582646117737385,0.9884950136150347,0.1836483703203911,0.031967334681581736
16,0.025506605801817406,0.9883202886552092,0.18263686342750432,0.03137676294508829
17,0.025188725778526926,0.9881487961187403,0.18162569982178772,0.03079636250962107
18,0.024872897026921276,0.987980678520314,0.18061484755337107,0.030226580194429895
19,0.024559194996945876,0.9878160801640533,0.17960427289405342,0.029667862979586186
20,0.02424769457654726,0.9876551470943388,0.1785939403428076,0.029120657801604097
21,0.02393846999783281,0.9874980270448743,0.17758381263330902,0.028585411346628998
22,0.023631594742070352,0.9873448693860599,0.17657385074366802,0.028062569841283337
23,0.0233271414436945,0.9871958250707441,0.17556401390854018,0.02755257884128043
24,0.02302518179349417,0.9870510465784085,0.17455425963380922,0.027055883017871638
25,0.02272578644116695,0.9869106878578507,0.1735445437140458,0.026572925942218655
26,0.02242902489743338,0.9867749042684338,0.17253482025296135,0.026104149867763465
27,0.022134965435915796,0.9866438525199781,0.17152504168709726,0.025649995510667628
28,0.02184367499499242,0.9865176906113419,0.1705151588129873,0.025210901828375827
29,0.021555219079849083,0.9863965777677806,0.16950512081806332,0.024787305796360126
30,0.02126966166495724,0.986280674377141,0.16849487531558133,0.024379642183091643
31,0.02098706509721554,0.9861701419249578,0.167484368383856,0.023988343323261243
32,0.020707490000000002,0.9860651429285302,0.16647354461012182,0.023613838889295906
33,0.020430995178375173,0.9859658408700253,0.16546234713933175,0.023256555661151115
34,0.020157637525723592,0.9858724001286848,0.16445071772824146,0.022916917294404412
35,0.019887471932059596,0.9857849859121968,0.16343859680513254,0.02259534408663058
36,0.019620551194295604,0.9857037641872843,0.1624259235355389,0.022292252742025103
37,0.019356925928736078,0.9856289016095754,0.16141263589436622,0.022008056134247368
38,0.019096644486076488,0.9855605654527921,0.16039867074479425,0.021743163067415174
39,0.01883975286918815,0.9854989235373336,0.1593839639243859,0.02149797803519869
40,0.0185862946539716,0.98544414415827,0.15836845033881353,0.021272900977911655
41,0.01833631091356177,0.9853963960128064,0.15735206406365226,0.021068327037514108
42,0.018089840146168424,0.9853558481272504,0.15633473845468088,0.02088464631039662
43,0.017846918206834057,0.9853226697835076,0.1553164062671518,0.020722243597825627
44,0.01760757824338813,0.9852970304451376,0.15429699978449898,0.020581498153892434
45,0.017371850636873992,0.9852790996829893,0.15327645095695647,0.02046278343080162
46,0.017139762946718828,0.985269047100429,0.1522546915505742,0.02036646682132155
47,0.016911339860910653,0.9852670422581757,0.15123165330711372,0.020292909398195065
48,0.016686603151438707,0.9852732545987338,0.15020726811531016,0.020242465650289122
49,0.016465571635244387,0.9852878533704421,0.14918146819400077,0.02021548321527423
50,0.016248261140917517,0.9853110075511042,0.14815418628759364,0.02021230260856869
51,0.01603468448136302,0.9853428857712065,0.14712535587437095,0.020233256948294077
52,0.015824851432645975,0.9853836562366941,0.14609491138809813,0.020278671675982008
53,0.015618768719208429,0.9854334866512677,0.14506278845340362,0.020348864272723255
54,0.015416440005635686,0.9854925441381962,0.14402892413539273,0.020444143970495172
55,0.01521786589512757,0.9855609951615703,0.14299325720391592,0.020564811458319697
56,0.015023043934811426,0.9856390054469885,0.1419557284129294,0.020711158582982357
57,0.014831968628011692,0.9857267399015981,0.14091628079532212,0.020883468043943938
58,0.014644631453564807,0.9858243625334625,0.13987485997359086,0.021082013082150592
59,0.014461020892244637,0.9859320363701728,0.13883141448668634,0.021307057162383285
60,0.014281122460335093,0.9860499233766777,0.1377858961333412,0.02155885364884105
61,0.014104918750359028,0.9861781843722235,0.13673826033211903,0.021837645473576913
62,0.013932389478940524,0.9863169789463857,0.13568846649841754,0.02214366479751012
63,0.01376351154174879,0.9864664653740862,0.13463647843856852,0.022477132663632698
64,0.0135982590754366,0.9866268005295554,0.1335822647611508,0.02283825864212608
65,0.013436603526453575,0.9867981397991588,0.13252579930556038,0.023227240467064553
66,0.013278513726579719,0.9869806369930149,0.13146706158780355,0.02364426366439377
67,0.013123955974988343,0.9871744442553637,0.1304060372634376,0.02408950117093202
68,0.012972894126610757,0.9873797119735881,0.1293427186074668,0.02456311294409738
69,0.01282528968653892,0.9875965886858592,0.1282771050109518,0.025065245562149254
70,0.012681101910163863,0.9878252209873299,0.1272092034939768,0.025596031814702117
71,0.012540287908710781,0.988065753434837,0.12613902923453912,0.026155590283354867
72,0.012402802759793413,0.9883183284500582,0.1250666061128138,0.026744024912256747
73,0.012268599622574709,0.9885830862210951,0.12399196727014197,0.027361424568511903
74,0.012137629857081965,0.9888601646024407,0.12291515568198359,0.028007862592341448
75,0.012009843147190832,0.9891496990133098,0.12183622474394216,0.02868339633697195
76,0.011885187626757264,0.9894518223343247,0.12075523886986513,0.02938806669828193
77,0.011763610008343037,0.9897666648025384,0.11967227410086974,0.03012189763426395
78,0.011645055713949333,0.9900943539048009,0.11858741872402959,0.030884895674449887
79,0.011529469007143928,0.9904350142694807,0.11750077389930141,0.03167704941948283
80,0.01141679312593923,0.9907887675565605,0.11641245429313815,0.03249832903110778
81,0.011306970415755888,0.9911557323461303,0.11532258871707303,0.033348685712902226
82,0.01119994246178317,0.9915360240253203,0.11423132076942268,0.03422805118217818
83,0.011095650220031764,0.9919297546737232,0.1131388094780843,0.035136337133537664
84,0.010994034146358089,0.9923370329473312,0.11204522994224612,0.036073434694644614
85,0.010895034322730555,0.9927579639610751,0.11095077397068323,0.03703921387492588
86,0.010798590580000721,0.9931926491700095,0.10985565071413166,0.03803352300793963
87,0.010704642616442652,0.9936411862492041,0.10876008728906804,0.03905618818828332
88,0.0106131301113251,0.9941036689724161,0.10766432939008005,0.04010701270404447
89,0.010523992832791618,0.9945801870895913,0.10656864188781927,0.04118577646585583
90,0.010437170739336345,0.9950708262032727,0.10547330940939578,0.04229223543378501
91,0.010352604074183378,0.9955756676439459,0.10437863689789559,0.04342612104339268
92,0.010270233451903128,0.9960947883443765,0.10328495014754703,0.04458713963238593
93,0.010189999936630192,0.9966282607129779,0.1021925963109391,0.0457749718695231
94,0.010111845111284126,0.9971761525062064,0.10110194437450631,0.046989272187435024
95,0.010035711137239297,0.9977385266999919,0.10001338559839883,0.04822966822127939
96,0.009961540803938523,0.9983154413601817,0.09892733391670909,0.04949576025524234
97,0.009889277568001825,0.9989069495119423,0.09784422629390961,0.05078712067905183
98,0.009818865581443181,0.9995130990080384,0.0967645230332544,0.05210329345683904
99,0.009750249708676594,1.0001339323958902,0.0956887080328075,0.05344379361084639
100,0.009683375532066165,1.0007694867832448,0.09461728898466759,0.054808106722609995
101,0.009618189345854403,1.0014197937023055,0.09355079751292451,0.05619568845447922
102,0.00955463813838779,1.0020848789720704,0.09248978924580739,0.05760596409441065
103,0.009492669562647826,1.0027647625586393,0.09143484381748825,0.059038328127235674
104,0.009432231895189994,1.0034594584331717,0.09038656479499069,0.06049214383572234
105,0.009373273983691165,1.0041689744271487,0.08934557952567222,0.061966742934916205
106,0.009315745183407043,1.0048933120845518,0.08831253890081345,0.06346142524345809
107,0.009259595282945832,1.0056324665105207,0.08728811703090653,0.06497545839570791
108,0.009204774419870132,1.0063864262160283,0.08627301082835624,0.06650807759869473
109,0.009151232986747287,1.007155172958057,0.08526793949344055,0.06805848543805917
110,0.009098921528375489,1.0079386815747389,0.08427364389954044,0.06962585173731418
111,0.009047790631022137,1.0087369198149163,0.08329088587389301,0.07120931347492844
112,0.008997790804615477,1.0095498481615233,0.08232044737032405,0.07280797476381998
113,0.008948872358936525,1.0103774196482234,0.08136312953074677,0.07442090689804741
114,0.008900985274957031,1.0112195796687113,0.08041975163252119,0.07604714847153704
115,0.008854079072567725,1.0120762657781266,0.07949114991915808,0.07768570557384331
116,0.00880810267602942,1.012947407486056,0.07857817631227491,0.07933555206799792
117,0.00876300427856571,1.0138329260406136,0.07768169700316369,0.08099562995554586
118,0.008718731207590865,1.0147327342032209,0.07680259092288393,0.08266484983397257
119,0.008675229792134816,1.0156467360137267,0.0759417480903345,0.08434209145167162
120,0.008632445234083283,1.0165748265456505,0.07510006783838927,0.08602620436563752
121,0.00859032148489874,1.0175168916514457,0.07427845691885743,0.08771600870700853
122,0.008548801129519598,1.0184728076978375,0.0734778274877436,0.08941029605949495
123,0.008507825279157413,1.0194424412914467,0.07269909497305149,0.0911078304556301
124,0.008467333474716673,1.0204256489951218,0.0719431758282,0.09280734949559859
125,0.008427263602553253,1.0214222770356152,0.0712109851749754,0.09450756559320357
126,0.008387551824262249,1.0224321610034675,0.07050343434084703,0.09620716735325675
127,0.008348132522144785,1.0234551255462558,0.0698214282964249,0.09790482108440687
128,0.008308938261943085,1.0244909840566134,0.06916586299979899,0.09959917245099724
129,0.008269899774357771,1.025539538356743,0.06853762265551051,0.10128884826715874
130,0.008230945956764912,1.026600578381454,0.06793757689690873,0.10297245843583185
131,0.008192003896439311,1.027673881862094,0.0673665779017065,0.10464859803487446
132,0.008152998916457313,1.028759214014048,0.06682545745154429,0.10631584955175372
133,0.008113854645305722,1.0298563272308392,0.06631502394742064,0.10797278526767103
134,0.00807449311105533,1.0309649607881894,0.06583605939384189,0.10961796979116221
135,0.008034834860776068,1.0320848405617002,0.0653893163655051,0.11124996274039951
136,0.007994799105671782,1.0332156787621523,0.06497551497127273,0.11286732157252148
137,0.007954303892198861,1.0343571736926749,0.06459533983103294,0.11446860455731431
138,0.00791326629920701,1.035509009532311,0.06424943708185807,0.11605237389154852
139,0.007871602660902493,1.0366708561507083,0.06393841143054474,0.1176171989491654
140,0.007829228815185467,1.0378423689588296,0.06366282327022983,0.11916165966130844
141,0.007786060376657783,1.039023188800736,0.06342318587924753,0.1206843500190452
142,0.007742013033336503,1.040212941891488,0.0632199627207165,0.12218388169028298
143,0.007697002865843479,1.041411239806279,0.0630535648615521,0.12365888774114568
144,0.007650946687576687,1.0426176795257744,0.06292434852960126,0.12510802645072278
145,0.0076037624041079485,1.0438318435425409,0.06283261282748,0.126529985206797
146,0.007555369389792073,1.0450533000331235,0.06277859762130862,0.12792348446876772
147,0.007505688879326067,1.0462816031001374,0.06276248162206656,0.1292872817827529
148,0.007454644371758699,1.047516293088209,0.06278438067652346,0.1306201758324849
149,0.007402162044226966,1.048756896977187,0.06284434628377358,0.1319210105084234
150,0.0073481711724929875,1.0500029288554817,0.06294236435232246,0.13318867897635916
151,0.007292604555167269,1.051253890475661,0.06307835421124834,0.13442212772562837
152,0.007235398938345439,1.0525092718937985,0.06325216788754552,0.1356203605761726
153,0.007176495437249518,1.053768552193202,0.06346358965997352,0.13678244262276257
154,0.007115839951358462,1.055031200292336,0.06371233589790096,0.13790750409402988
155,0.007053383569439353,1.056296675835836,0.06399805519159882,0.13899474410340903
156,0.006989082960846297,1.0575644301665563,0.06432032877826324,0.1400434342687063
157,0.006922900749450286,1.058833907375675,0.06467867126581643,0.1410529221768904
158,0.006854805866590056,1.0601045454268552,0.06507253165413757,0.14202263467070458
159,0.006784773879501989,1.0613757773495411,0.06550129465100582,0.1429520809339907
160,0.006712787291789509,1.062647032495498,0.06596428227757996,0.14384085535310975
161,0.0066388358126362595,1.063917737851831,0.06646075575584356,0.14468864013259045
162,0.006562916591641774,1.0651873194028392,0.06698991766800967,0.1454952076440888
163,0.006485034416376973,1.0664552035323316,0.06755091437562522,0.14626042248900817
164,0.006405201870001502,1.0677208184573004,0.06814283868384954,0.14698424325652798
165,0.0063234394465693,1.068983595683299,0.06876473273433623,0.14766672396051986
166,0.006239775621956241,1.0702429714713655,0.06941559110821878,0.14830801514068404
167,0.006154246878684912,1.0714983883060107,0.07009436411898554,0.14890836461537024
168,0.006066897683280229,1.0727492963535445,0.07079996127351292,0.1494681178757965
169,0.0059777804151721296,1.0739951548999487,0.07153125487826334,0.14998771811382305
170,0.005886955246557464,1.0752354337575316,0.07228708376660598,0.15046770587797753
171,0.005794489973041944,1.0764696146298356,0.07306625712250048,0.1509087183551202
172,0.00570045979529754,1.0776971924245702,0.07386755837526988,0.1513114882778432
173,0.005604947052386212,1.0789176765047983,0.07468974913996518,0.1516768424604462
174,0.005508040907817016,1.0801305918692492,0.07553157317794745,0.15200569996914814
175,0.005409836989807462,1.0813354802532769,0.07639176035257335,0.15229906993486889
176,0.005310436987615147,1.0825319011428423,0.07726903055552728,0.15255804901962092
177,0.005209948206182237,1.083719432694783,0.07816209758015132,0.1527838185500926
178,0.005108483081690949,1.0848976725576251,0.07906967291920312,0.15297764133443986
179,0.005006158660958371,1.0860662385882267,0.07999046946575003,0.15314085818056916
180,0.004903096047900778,1.0872247694606552,0.08092320509738486,0.1532748841362676
181,0.004799419820565872,1.0883729251647802,0.0818666061255433,0.1533812044733797
182,0.0046952574224654,1.089510387393217,0.08281941059349601,0.15346137043986263
183,0.004590738532138721,1.0906368598163718,0.0837803714084281,0.15351699480490805
184,0.00448599441503238,1.0917520682464132,0.08474825929496406,0.15354974722340095
185,0.004381157261900494,1.0928557606920746,0.08572186555948057,0.1535613494468121
186,0.004276359518005674,1.0939477073071813,0.08670000465657672,0.15355357040815093
187,0.004171733207434889,1.0950277002367428,0.0876815165510463,0.1535282212088561
188,0.004067409256839302,1.0960955533652914,0.08866526887068474,0.1534871500354546
189,0.003963516822861832,1.0971511019729558,0.08965015884719256,0.15343223703355405
190,0.0038601826274323385,1.0981942023054152,0.09063511504425738,0.15336538916614856
191,0.0037575303049904134,1.0992247310644727,0.09161909887366838,0.1532885350824146
192,0.003655679765542895,1.1002425848264792,0.09260110590195209,0.1532036200221752
193,0.003554746577276859,1.1012476793962132,0.09358016695154839,0.1531126007799497
194,0.003454841372237899,1.1022399491040955,0.09455534900191827,0.15301744075111168
195,0.0033560692783430207,1.1032193460548134,0.09552575589724042,0.152920105081089
196,0.003258529380741606,1.1041858393355106,0.09649052886848382,0.15282255593689373
197,0.003162314215256566,1.1051394141916517,0.09744884687851722,0.15272674791837051
198,0.0030675092963512196,1.1060800711786547,0.09839992679986001,0.15263462362479085
199,0.0029741926817606614,1.1070078252971158,0.09934302343521993,0.15254810939037042
200,0.0028824345756219482,1.107922705119289,0.1002774293915775,0.15246911120042722
201,0.002792296971621399,1.108824751914109,0.10120247481892101,0.15239951079786007
