0.002,0.2855918901584611
0.004,0.23840512246357343
0.006,0.22541229203958257
0.008,0.2200269557605851
0.01,0.21719753781389672
0.012,0.21564269414670206
0.014,0.21484748118978986
0.016,0.2144832116622961
0.018,0.21433801485645815
0.02,0.21429032236824697
0.022,0.2142834799460736
0.024,0.2142990791721691
0.026,0.2143348542230457
0.028,0.21439185499296226
0.03,0.21446976734728457
0.032,0.2145664986554221
0.034,0.214679079261643
0.036,0.21480460556293837
0.038,0.21494087471855927
0.04,0.21508666923158537
0.042,0.21524174174080998
0.044,0.21540659230527834
0.046,0.21558214534285147
0.048,0.21576942102577137
0.05,0.21596926560873708
