,lb,pt_est,ub
0,0.02856660656855403,0.13470936562447727,0.24085212468040051
1,0.028570775973034826,0.13477096787047865,0.2409711597679225
2,0.028570506199399867,0.1348275423471523,0.24108457849490472
3,0.028565841803396858,0.13487903060886164,0.24119221941432642
4,0.028556829374616483,0.1349253743442759,0.24129391931393532
5,0.028543517579399116,0.13496651540843582,0.24138951323747254
6,0.02852595720265627,0.13500239585566198,0.2414788345086677
7,0.028504201188429154,0.13503295797328763,0.24156171475814608
8,0.028478304678995134,0.13505814431619334,0.24163798395339153
9,0.028448325052340365,0.1350778977421249,0.24170747043190943
10,0.028414321957798347,0.13509216144776776,0.24177000093773715
11,0.028376357349641723,0.13510087900554296,0.2418254006614442
12,0.02833449551843982,0.1351039944011076,0.2418734932837754
13,0.028288803119939768,0.13510145207150714,0.24191410102307453
14,0.028239349201289038,0.13509319694396496,0.24194704468664088
15,0.02818620522432652,0.13507917447524143,0.24197214372615633
16,0.02812944508577088,0.13505933069155038,0.2419892162973299
17,0.028069145134026238,0.13503361222895954,0.24199807932389283
18,0.02800538418240897,0.13500196637424755,0.24199854856608613
19,0.027938243518530068,0.1349643411061492,0.2419904386937683
20,0.027867806909623344,0.13492068513694852,0.2419735633642737
21,0.0277941606035597,0.1348709479543513,0.2419477353051429
22,0.02771739332532072,0.1348150798635825,0.24191276640184425
23,0.027637596268697676,0.13475303202964797,0.24186846779059828
24,0.027554863082972364,0.13468475651968914,0.24181464995640592
25,0.02746928985434599,0.1346102063453628,0.24175112283637962
26,0.027380975081907066,0.13452933550518925,0.24167769592847144
27,0.027290019647884536,0.13444209902677498,0.24159417840566544
28,0.02719652678199,0.13434845300885484,0.24150037923571968
29,0.027100602019632714,0.1342483546630695,0.2413961073065063
30,0.027002353153787753,0.13414176235539566,0.24128117155700357
31,0.02690189018034478,0.13402863564716386,0.24115538111398294
32,0.026799325236737837,0.13390893533557313,0.24101854543440843
33,0.02669477253367787,0.13378262349362172,0.24087047445356558
34,0.026588348279839483,0.13364966350938104,0.2407109787389226
35,0.02648017059934002,0.13351002012452395,0.2405398696497079
36,0.026370359441884247,0.13336365947202913,0.240356959502174
37,0.02625903648544929,0.1332105491129796,0.2401620617405099
38,0.02614632503141931,0.13305065807237904,0.23995499111333876
39,0.02635510601787408,0.13288395687390506,0.23941280772993603
40,0.026928771024454137,0.13271041757352148,0.23849206412258883
41,0.027495136195174158,0.13253001379187843,0.2375648913885827
42,0.028054010641444097,0.13234272074543127,0.23663143084941846
43,0.028605203079015568,0.13214851527620047,0.23569182747338538
44,0.029148521995692192,0.1319473758801199,0.23474622976454762
45,0.029683775822139963,0.13173928273390592,0.23379478964567188
46,0.030210773105582484,0.131524217720397,0.2328376623352115
47,0.030729322686129407,0.13130216445230286,0.23187500621847631
48,0.031239233875536412,0.13107310829434193,0.23090698271314747
49,0.03174031663810434,0.13083703638370442,0.2299337561293045
50,0.03223238177349433,0.13059393764882857,0.2289554935241628
51,0.03271524110119034,0.1303438028264619,0.22797236455173348
52,0.03318870764634481,0.13008662447699543,0.22698454130764606
53,0.03365259582674897,0.12982239699806564,0.22599219816938232
54,0.0341067216406505,0.129551116636429,0.2249955116322075
55,0.03455090285517333,0.12927278149812962,0.22399466014108593
56,0.03492541951154021,0.1289873915569789,0.22304936360241756
57,0.03501625398018929,0.1286949486613938,0.22237364334259832
58,0.03509735503174563,0.12839545653963794,0.22169355804753024
59,0.03516868431625421,0.12808892080353299,0.22100915729081178
60,0.035013225298348924,0.1277753489507157,0.22053747260308249
61,0.034748734804217626,0.12745475036552506,0.22016076592683248
62,0.03448238211046632,0.1271271363186417,0.21977189052681706
63,0.034214251997898265,0.12679251996557075,0.21937078793324324
64,0.03394442895936574,0.1264509163441295,0.21895740372889327
65,0.03367299708109148,0.12610234237107482,0.21853168766105815
66,0.03340003992069575,0.12574681683803524,0.21809359375537474
67,0.033034732252839066,0.12538436040693646,0.21773398856103385
68,0.032267510636933366,0.12501499560510898,0.2177624805732846
69,0.03149794970992441,0.12463874682029638,0.21777954393066834
70,0.030726328979548814,0.12425564029578876,0.2177849516120287
71,0.029952931437368158,0.12386570412592905,0.21777847681448995
72,0.02917804349010293,0.12346896825225094,0.21775989301439896
73,0.028856212116840946,0.12306546446052186,0.21727471680420277
74,0.02858319069491308,0.12265522637898607,0.21672726206305906
75,0.028309123109817563,0.1222382894781054,0.21616745584639324
76,0.0280344161559455,0.12181469107212357,0.21559496598830163
77,0.02775948298003779,0.1213844703227726,0.2150094576655074
78,0.027484742985328256,0.12094766824548112,0.21441059350563396
79,0.02721062173206258,0.12050432771841953,0.21379803370477646
80,0.02693755083456685,0.12005449349475601,0.21317143615494516
81,0.026604076773117394,0.1195982122184923,0.2125923476638672
82,0.02564122506727802,0.11913553244425307,0.21262983982122813
83,0.024682063115082475,0.11866650466141461,0.21265094620774674
84,0.023727036303739818,0.11819118132295874,0.21265532634217765
85,0.022797426848558733,0.11770961687943728,0.21262180691031582
86,0.022073671650113647,0.11722186781843408,0.2123700639867545
87,0.02135689812483249,0.116727992709912,0.21209908729499152
88,0.020647395089892315,0.11622805225781563,0.21180870942573893
89,0.01994544520609788,0.11572210935830671,0.21149877351051555
90,0.019251324733697325,0.1152102291649918,0.21116913359628625
91,0.018565303307664593,0.11469247916148649,0.2108196550153084
92,0.01788764373387794,0.11416892924165126,0.21045021474942457
93,0.017218601807593825,0.11363965179780978,0.21006070178802574
94,0.016558426155564243,0.11310472181723855,0.20965101747891285
95,0.015907358103135538,0.11256421698720202,0.2092210758712685
