,const,rm_rf,smb,hml,rmw,cma,r_1
0,0.07483309275506088,0.9324375170570983,-0.6553940945524783,1.0612002757611827,-1.9692980774478561,-1.282551852839121,0.11143803763703054
1,0.07027012334502328,0.9356448451818333,-0.6457169000808834,1.0524321992269872,-1.9462776400793296,-1.2684353319454065,0.10237068760129321
2,0.06716778510029268,0.9296862426832618,-0.6401999380274779,1.0262519659906368,-1.953748088931605,-1.2356482928792225,0.10088430204078942
3,0.05490851284577039,0.9336416140863264,-0.7130057520520094,0.9909464121171683,-2.1216074023601115,-1.2041743110331107,0.09542263866704784
4,0.042616562486326046,0.8459744786625748,-0.7549212427853597,0.7658207747750402,-2.3972824317328643,-1.2331534988242177,0.1086231222312395
5,0.023830352422314075,0.8387751440246244,-0.6437863618623223,0.8738701980291905,-2.3339462067407872,-1.2617659030336594,0.0878705612130214
6,0.012551653733193394,0.8495808962082486,-0.6152912760412222,0.8989281503684922,-2.3057904047730013,-1.2505931256036145,0.07444907575375818
7,0.013744448292007381,0.861979625071375,-0.6031305419373513,0.9134286980565756,-2.312571940258085,-1.1772249772848382,0.0712451277506018
8,-0.009139615057668813,0.8624928682449585,-0.6021448321358089,0.9709600993780704,-2.218367329862895,-1.3049148237424646,0.06391523952496113
9,-0.014027014562358288,0.8584968359834233,-0.6178846995488829,0.8969005507690784,-2.2677396545152613,-1.2678118541192904,0.06452245274290258
10,-0.007778007658680303,0.8320629242475823,-0.5996769320473148,0.8933128413795667,-2.394924803203497,-1.314246027436924,0.06696798473794972
11,-0.01827186099325825,0.7945148087994967,-0.495024150515627,0.6475043841847387,-2.560896087906899,-1.2816451545291045,0.09303139647348355
12,0.008416459312042506,0.8120333509114754,-0.5094371545449955,0.648689823073963,-2.51255300556447,-1.4181603082300285,0.08944510865007532
13,0.05833737073910749,0.7838239637516107,-0.5152786601090484,0.31687468692014475,-2.7495821766853514,-1.1702231971143253,0.08894638140478045
14,0.08167616628642772,0.7949915676748524,-0.5361587556244779,0.2717866919961519,-2.845981753849786,-1.108485362263336,0.09341180621681149
15,0.08346119349070545,0.7991605690601228,-0.5221809236718609,0.29371902388261306,-2.840670060132901,-1.082534633047593,0.09087878950895933
16,0.09462250798116875,0.7795051559182329,-0.48613985108914437,0.2809114262511314,-2.8582567727519317,-1.1244294920773945,0.08367116245046219
17,0.09675810184550875,0.7840664503646545,-0.4840977656041512,0.290936934609833,-2.8408044690261613,-1.1362245005277194,0.08344542791372582
18,0.12576067387404055,0.8069652138715743,-0.5412486504362388,0.2777132141884277,-2.7431765425089476,-1.2636797077124722,0.10062402584314621
19,0.14147553507607988,0.8417369722841486,-0.5452176021866791,0.3449694657821955,-2.6806674530216794,-1.2836606769966619,0.12051718339780174
20,0.11970066045421038,0.8560488509551737,-0.5486028047466348,0.35648433433985593,-2.5914524354520023,-1.2404467354477187,0.1290207385265061
21,0.07919655922116443,0.8853879581832604,-0.5126205619057158,0.6182594302358392,-2.4027539917938667,-1.475861273205239,0.12916347578083373
22,0.07480146385026298,0.8636230879659821,-0.5005938765414151,0.573381765634014,-2.4592185009017666,-1.4077389250916463,0.11956395982483248
23,0.05579229328287119,0.8410495673880928,-0.44686245411989195,0.4741677335150217,-2.389590772308274,-1.2953770726453884,0.09186528076192609
24,0.0661745328931533,0.9307021787326142,-0.4902014153927013,0.414700755936484,-2.3605384749212326,-1.1834685393066335,0.07944688169463433
25,0.04350933283014921,0.9556860007526641,-0.43383009449518356,0.5034933661790112,-2.274888909250048,-1.240648430269163,0.07500345743946099
26,0.043303535331711974,0.9757320861129891,-0.4362382694516949,0.4513253655860159,-2.231179842980981,-1.149575606832788,0.07019458640972258
27,0.04054192869178906,0.9908849069922508,-0.4000216989016221,0.3618448367288299,-2.219219933176412,-1.0465798823852093,0.07153269328644399
28,0.03411413400530537,0.9880903188272117,-0.3892216094228334,0.3649540838945296,-2.2148072466544595,-1.0733846592796332,0.07157895690130348
29,0.046151326291310295,1.0021249756461752,-0.43882183494172766,0.38991454879936577,-2.2017891907457567,-1.0970550014787699,0.07349854235660658
30,-0.006186773841627378,0.9703250653684814,-0.3256016708965533,0.5006176793718513,-2.2157925157753473,-1.0123689012058161,0.028302364668713095
31,0.0010057446051131044,0.9724562959807863,-0.33505014507902897,0.47133139951061215,-2.245695449435416,-0.9990696227406524,0.02754265554615764
32,0.010248965612073566,0.9813098532612882,-0.29806892744962027,0.49100956455272654,-2.2254597306072768,-0.9928564163693564,0.02740393056806199
33,0.005140431234235903,0.9839362503773391,-0.309566358112552,0.49879757465940544,-2.251145976371363,-0.9926470384050345,0.02896593934538477
34,-0.009667721526943679,0.9839494826926565,-0.32790586278099637,0.5142184235193129,-2.289608234432911,-0.9888264143229559,0.03638447222239407
35,0.0054048707715553795,0.9824041620813008,-0.37784378025547544,0.5022359782377088,-2.3173206484542277,-1.0540948763918154,0.038597929514682265
36,-0.006191285411785604,0.9862987015723905,-0.37841087495793096,0.553458083815124,-2.341984927700275,-1.0685997912654293,0.03728744728030703
37,-0.008434115070527494,0.9937439933936784,-0.38790526138915027,0.53458860871782,-2.3488222883398553,-1.0467060010074585,0.03775648778956125
38,-0.017345554787948324,1.040178313988016,-0.3472775132596955,0.5197812225939499,-2.2093036012517193,-0.9351070597261173,0.026510019650895365
39,-0.033900766971447845,1.040523685151523,-0.39313406781547955,0.41674371056007975,-2.166048591689501,-0.8155755038956052,0.039135923096135984
40,-0.03832104400590316,1.0489144656089886,-0.383447162941782,0.41707671320911405,-2.1592855616062216,-0.804294522129533,0.03608703523375767
41,-0.06380735455632434,1.07086191728215,-0.22037192816621887,0.604343617653478,-2.0179780562556595,-0.9108783458230929,0.023863923185604607
42,-0.06808938698029784,1.0564375629069394,-0.27258106267379667,0.5325955235813632,-2.0618439422696166,-0.8956863575131292,0.03196030345158543
43,-0.09117420979487069,1.0704169064526974,-0.2607313475630055,0.49658243989746886,-1.9495532657684134,-0.7739280585966576,0.03393409019914913
44,-0.07932171191425832,1.0914846815895625,-0.24112424047556638,0.5458351859678893,-1.9006088555395586,-0.7569067054933978,0.043909777450966046
45,-0.08108681282547045,1.0763826693779257,-0.31905761220353873,0.4520310287395901,-1.9907081898621868,-0.7344697963728254,0.05055155575966162
46,-0.09600412026631658,1.0701400369574008,-0.3071580391151168,0.4938721162533986,-2.0574598548876515,-0.7481050946436342,0.042382280131443274
47,-0.0789938977577106,1.0606262684830146,-0.3198826739633081,0.5849985220631246,-2.108936706147823,-0.8431595707705511,0.051847720419933026
48,-0.05922444218678825,1.096369526168554,-0.3872709266873042,0.5896640977984163,-2.115140652259236,-0.7712991539296945,0.0817679639659934
