,const,rm_rf
0,0.006326356527856837,1.2926577250989817
1,0.005110408739640093,1.2927925427811757
2,0.003896695544652127,1.2929325835160161
3,0.002685364452926245,1.2930778127559848
4,0.0014765643179713334,1.2932281972102697
5,0.00027044527444696024,1.2933837049013466
6,-0.0009328413277711463,1.2935443052208406
7,-0.0021331429931892446,1.2937099689845915
8,-0.0033303061540082227,1.2938806684868405
9,-0.004524176247195699,1.2940563775533895
10,-0.00571459779535765,1.2942370715936613
11,-0.006901414491439943,1.294422727651552
12,-0.008084469287287187,1.29461332445494
13,-0.009263604486075326,1.2948088424637691
14,-0.010438661838630483,1.2950092639165542
15,-0.011609482643632643,1.2952145728752225
16,-0.012775907851699296,1.2954247552681422
17,-0.013937778173331779,1.295639798931226
18,-0.015094934190697705,1.295859693646965
19,-0.016247216473212332,1.2960844311812814
20,-0.017394465696872172,1.2963140053180402
21,-0.018536522767280093,1.2965484118910986
22,-0.019673228946292656,1.2967876488137382
23,-0.02080442598220636,1.2970317161053253
24,-0.0219299562433857,1.2972806159150714
25,-0.023049662855225684,1.2975343525427165
26,-0.02416338984032595,1.2977929324559836
27,-0.02527098226174044,1.2980563643046392
28,-0.026372286369151742,1.298324658930992
29,-0.027467149747806494,1.2985978293766558
30,-0.02855542147003103,1.2988758908853975
31,-0.029636952249133725,1.2991588609018974
32,-0.030711594595483276,1.2994467590662089
33,-0.03177920297453954,1.2997396072037586
34,-0.032839633966594915,1.3000374293106618
35,-0.03389274642797096,1.3003402515341576
36,-0.03493840165339973,1.300648102147962
37,-0.03597646353930108,1.300961011522314
38,-0.037006798747657096,1.3012790120884936
39,-0.03802927687016269,1.3016021382976006
40,-0.03904377059232459,1.3019304265733302
41,-0.040050155857159694,1.3022639152585462
42,-0.041048312028132625,1.302602644555377
43,-0.04203812205096083,1.302946656458591
44,-0.04301947261389771,1.3032959946820089
45,-0.043992254306095345,1.3036507045776644
46,-0.04495636177363704,1.30401083304748
47,-0.045911693872815934,1.3043764284471528
48,-0.04685815382022993,1.3047475404819877
49,-0.047795649339250665,1.3051242200944027
50,-0.04872409280241923,1.305506519342805
51,-0.049643401369312605,1.3058944912715515
52,-0.05055349711942045,1.3062881897717176
53,-0.051454307179566984,1.3066876694323564
54,-0.052345763845410474,1.3070929853819735
55,-0.053227804696552146,1.3075041931198974
56,-0.054100372704784294,1.307921348337293
57,-0.05496341633501255,1.3083445067274728
58,-0.055816889638389294,1.3087737237852761
59,-0.05666075233719954,1.3092090545951853
60,-0.057494969901051664,1.309650553607943
