,const,rm_rf,smb,hml,r_1
2205,-0.021997494313715185,1.19043481018484,0.14550060074409962,1.0421504982094578,-0.02460143026024346
2206,-0.022062926347985654,1.191359501077844,0.14615486849977818,1.0432573219491665,-0.02462824229884266
2207,-0.022124082954176998,1.1922833251793976,0.14681631164005116,1.0443355258796092,-0.024649063642826683
2208,-0.022181089712633367,1.1932060124573425,0.14748463555886848,1.0453842586439814,-0.02466388310722004
2209,-0.022234073506165023,1.1941272898961888,0.14815953551030475,1.046402659706885,-0.024672691169108855
2210,-0.022283162332192998,1.195046881443691,0.14884069646768758,1.0473898594792808,-0.024675479959477803
2211,-0.022328485112598644,1.1959645079612473,0.1495277929884907,1.0483449794609632,-0.024672243255528897
2212,-0.0223701715013971,1.1968798871783137,0.1502204890855703,1.0492671324011218,-0.024662976473444453
2213,-0.022408351690363038,1.1977927336510914,0.15091843810543012,1.0501554224776353,-0.024647676661546603
2214,-0.022443156212739505,1.1987027587257146,0.15162128261417623,1.0510089454956708,-0.024626342493807556
2215,-0.022474715745166896,1.199609670506195,0.15232865429188727,1.0518267891062567,-0.024598974263663365
2216,-0.02250316090797365,1.2005131738273889,0.15304017383614274,1.0526080330454373,-0.02456557387807857
2217,-0.022528622063979015,1.2014129702332499,0.15375545087548328,1.053351749394667,-0.024526144851811527
2218,-0.022551229115961482,1.2023087579606542,0.15447408389361206,1.0540570028631089,-0.02448069230182693
2219,-0.022571111302956647,1.203200231929077,0.1551956601651599,1.0547228510924664,-0.02442922294179957
2220,-0.02258839699555432,1.20408708373643,0.15591975570388855,1.0553483449850263,-0.02437174507665319
2221,-0.022603213490371046,1.2049690016613446,0.1566459352241993,1.0559325290555823,-0.02430826859707903
2222,-0.02261568680388695,1.2058456706722327,0.15737375211687787,1.056474441807892,-0.02423880497397492
2223,-0.022625941465839485,1.2067167724434282,0.1581027484400007,1.0569731161363471,-0.024163367252744303
2224,-0.022634100312379186,1.2075819853787346,0.15883245492593404,1.0574275797534882,-0.024081970047401115
2225,-0.022640284279201825,1.2084409846427153,0.15956239100545097,1.0578368556440552,-0.023994629534415307
2226,-0.02264461219487951,1.2092934422000492,0.1602920648498926,1.0581999625461997,-0.02390136344624466
2227,-0.022647200574626294,1.2101390268632937,0.1610209734324206,1.0585159154604882,-0.023802191064489463
2228,-0.022648163414742038,1.210977404349395,0.1617486026093506,1.0587837261873447,-0.023697133212614574
2229,-0.02264761198799258,1.2118082373452777,0.16247442722259214,1.0590024038935109,-0.023586212248179212
2230,-0.022645654640190638,1.2126311855828635,0.16319791122421523,1.0591709557081155,-0.023469452054516393
2231,-0.0226423965882603,1.2134459059238418,0.16391850782415757,1.059288387348932,-0.023346878031808533
2232,-0.02263793972007401,1.2142520524545461,0.16463565966209884,1.0593537037793153,-0.02321851708750155
2233,-0.02263238239636364,1.2150492765912544,0.16534879900450777,1.059365909896377,-0.02308439762600672
2234,-0.022625819255026193,1.2158372271962374,0.16605734796783986,1.0593240112508007,-0.022944549537638272
2235,-0.022618341018144472,1.2166155507048808,0.1667607187688782,1.0592270147987637,-0.022799004186737516
2236,-0.022610034302068698,1.2173838912641712,0.16745831400314107,1.0590739296863165,-0.022647794398938267
2237,-0.022600981430906854,1.2181418908828636,0.1681495269523032,1.0588637680665705,-0.02249095444752967
2238,-0.02259126025378853,1.2188891895935945,0.16883374192148826,1.0585955459499434,-0.022328520038874557
2239,-0.022580943966278116,1.219625425627205,0.16951033460726964,1.0582682840876712,-0.022160528296847858
2240,-0.022570100936323126,1.2203502355995404,0.17017867249719437,1.0578810088887463,-0.021987017746259156
2241,-0.02255879453513584,1.2210632547109241,0.17083811530152754,1.0574327533703336,-0.021808028295233782
2242,-0.02254708297341559,1.2217641169585367,0.17148801541791234,1.0569225581416581,-0.021623601216519326
2243,-0.022535019143329473,1.2224524553618619,0.1721277184295394,1.0563494724212874,-0.02143377912770434
2244,-0.022522650466678784,1.2231279022013501,0.17275656363733902,1.0557125550875774,-0.021238605970324908
2245,-0.02251001874968422,1.223790089270435,0.1733738846266482,1.0550108757620633,-0.021038126987851496
2246,-0.02249716004483368,1.2244386481409604,0.1739790098686859,1.0542435159253547,-0.020832388702547472
2247,-0.02248410452023859,1.2250732104421018,0.17457126335708503,1.053409570065065,-0.0206214388911955
2248,-0.022470876336952814,1.2256934081527655,0.17514996527962493,1.0525081468551476,-0.0204053265596965
2249,-0.0224574935347084,1.2262988739074578,0.17571443272518783,1.0515383703659444,-0.02018410191655001
2250,-0.022443967926528575,1.2268892413155295,0.17626398042581642,1.050499381304007,-0.019957816345229147
2251,-0.022430305002673075,1.2274641452937023,0.1767979215336959,1.0493903382807948,-0.01972652237546902
2252,-0.022416503844376018,1.2280232224116765,0.1773155684326258,1.0482104191090027,-0.01949027365349673
2253,-0.022402557047826146,1.2285661112506348,0.17781623358354123,1.0469588221253465,-0.019249124911231368
2254,-0.02238845065884138,1.229092452774329,0.17829923040337045,1.0456347675382642,-0.01900313193449313
2255,-0.022374164118675325,1.229601890712461,0.17876387417645198,1.0442374987990601,-0.018752351530263417
2256,-0.022359670221388985,1.2300940719559226,0.17920948299750017,1.0427662839946146,-0.018496841493044536
2257,-0.022344935083205997,1.2305686469634987,0.17963537874502686,1.04122041725989,-0.018236660570373042
2258,-0.02232991812425658,1.231025270179461,0.18004088808382557,1.0395992202080138,-0.017971868427547492
2259,-0.022314572063098812,1.2314636004615438,0.18042534349512915,1.0379020433758144,-0.0177025256116327
2260,-0.022298842924384266,1.231883301518605,0.18078808433268473,1.0361282676823158,-0.017428693514814898
2261,-0.022282670060017246,1.2322840423573043,0.18112845790294466,1.0342773058976185,-0.017150434337179058
2262,-0.022265986184126205,1.232665497737018,0.18144582056735342,1.0323486041194436,-0.01686781104898845
2263,-0.022248717422144165,1.2330273486321468,0.18173953886448377,1.0303416432543484,-0.016580887352552916
2264,-0.022230783374260727,1.233369282700918,0.18200899064966575,1.0282559405005551,-0.01628972764377051
2265,-0.0222120971934774,1.2336909947597239,0.1822535662495381,1.0260910508291323,-0.015994396973435195
2266,-0.02219256567846068,1.2339921872619422,0.18247266962875724,1.0238465684600555,-0.015694961008404194
2267,-0.022172089381350988,1.2342725707801545,0.18266571956597594,1.0215221283296034,-0.015391485992723351
2268,-0.02215056273064138,1.2345318644906023,0.18283215083599763,1.019117407545347,-0.015084038708807658
