,const,rm_rf,smb,hml,rmw,cma
0,-0.0657277584462583,0.9666177968298519,-0.3819422626849526,0.5103796755098007,0.8129179112150429,-0.29163661753433817
1,-0.06558028612010161,0.9674907463785285,-0.3837780410106507,0.5094286721487227,0.8105093364163614,-0.2832194392364909
2,-0.06541907115640974,0.9683836776502815,-0.3855992714979371,0.5084868423499734,0.8082002259378301,-0.27482211197356965
3,-0.0652441750969721,0.9692968927860296,-0.38740695013936804,0.5075537055308674,0.805991700821041,-0.26644661229974553
4,-0.06505567489136056,0.970230662651018,-0.3892020763349008,0.5066286217095618,0.8038847715621549,-0.25809483357905477
5,-0.06485366339474127,0.97118522529321,-0.3909856474331494,0.5057107875201312,0.8018803319778487,-0.2497685740985156
6,-0.0646382498349021,0.972160784454034,-0.3927586531023325,0.5047992328857762,0.7999791532477717,-0.24146952511293865
7,-0.06440956024458311,0.9731575081471904,-0.39452206955077707,0.5038928184131408,0.7981818781789523,-0.23319925891314022
8,-0.06416773785517356,0.9741755273218444,-0.3962768536183253,0.5029902335687929,0.7964890157388453,-0.22495921701350013
9,-0.06391294344782249,0.975214934626969,-0.398023936761549,0.5020899956955625,0.7949009359042584,-0.21675069855770374
10,-0.0636453556580126,0.9762757832938322,-0.3997642189569908,0.5011904499228701,0.7934178648735021,-0.20857484904400528
11,-0.0633651712296793,0.9773580861537711,-0.40149856254771066,0.5002897700202938,0.7920398806885944,-0.20043264947199377
12,-0.06307260521498716,0.9784618148081375,-0.4032277860594614,0.4993859602382184,0.7907669093131076,-0.19232490601298363
13,-0.06276789111595277,0.9795868989671331,-0.40495265801338237,0.49847685817315135,0.7895987212095626,-0.18425224030443155
14,-0.062451280964169735,0.9807332259735092,-0.4066738907626199,0.49756013868814997,0.7885349284575947,-0.17621508046620488
15,-0.06212304533499078,0.981900640526382,-0.40839213438052735,0.4966333189111305,0.7875749824508517,-0.16821365293255963
16,-0.061783473292642443,0.9830889446193882,-0.410107970627922,0.49569376432555456,0.7867181722068288,-0.1602479751884011
17,-0.06143287226285982,0.9842978977059349,-0.41182190702675964,0.49473869595879066,0.7859636233187578,-0.15231784949206506
18,-0.06107156782980357,0.9855272171030798,-0.4135343710667795,0.49376519866459345,0.7853102975739167,-0.14442285765917812
19,-0.0606999034541528,0.9867765786433815,-0.4152457045711733,0.4927702304859098,0.7847569932560702,-0.13656235697389663
20,-0.060318240109482474,0.9880456175825256,-0.4169561582459736,0.4917506330747939,0.7843023461439105,-0.12873547728387313
21,-0.059926955834212085,0.9893339297679342,-0.4186658864369186,0.49070314313601054,0.783944831209774,-0.12094111932569876
22,-0.05952644519666106,0.9906410730715796,-0.42037494211581555,0.4896244048511591,0.7836827650160445,-0.11317795431608382
23,-0.05911711867097282,0.9919665690873576,-0.4220832721171036,0.48851098323023834,0.7835143087984616,-0.10544442483328478
24,-0.05869940192196663,0.9933099050910045,-0.4237907126433511,0.48735937832844606,0.7834374722181104,-0.09773874700142161
25,-0.058273734997277726,0.994670536257723,-0.42549698505666167,0.4861660402570017,0.7834501177558261,-0.09005891397881134
26,-0.05784057142547497,0.9960478881297754,-0.42720169197115926,0.48492738490833176,0.7835499657147198,-0.0824027007400873
27,-0.05740037721924939,0.997441359323769,-0.42890431365952536,0.4836398103086358,0.783734599789392,-0.0747676701303145
28,-0.05695362978315946,0.9988503244642944,-0.43060420478488265,0.48229971350383644,0.7840014731526684,-0.06715118015903916
29,-0.05650081672590544,1.000274137328108,-0.4323005914672104,0.4809035078790984,0.7843479150043342,-0.059550392491552695
30,-0.056042434577597104,1.0017121341801778,-0.433992568691803,0.47944764080720836,0.7847711375197947,-0.05196228208597569
31,-0.05557898741306143,1.0031636372807056,-0.4356790980653936,0.47792861151725186,0.7852682431315936,-0.04438364791566252
32,-0.05511098538283317,1.0046279585396407,-0.4373590059241435,0.4763429890720956,0.7858362320716764,-0.03681112470962159
33,-0.054638943154154185,1.0061044032932898,-0.43903098179615424,0.4746874303415486,0.7864720100988758,-0.029241195636950858
34,-0.05416337826502687,1.0075922741756644,-0.4406935772199551,0.4729586978573614,0.7871723963333178,-0.021670205856271062
35,-0.05368480939514177,1.0090908750555319,-0.44234520491944596,0.4711536774365606,0.7879341311176601,-0.014094376847230425
36,-0.05320375455833872,1.01059951500891,-0.4439841383348708,0.46926939546107954,0.788753883824688,-0.006509821438200087
37,-0.05272072922213201,1.012117512295556,-0.44560851150893327,0.4673030357038493,0.7896282605310682,0.0010874405572484465
38,-0.05223624436075661,1.0136441983073268,-0.4472163193267869,0.4652519555948194,0.7905538114787626,0.008701466182983402
39,-0.051750804449163065,1.0151789214559022,-0.44880541810847785,0.4631137018243451,0.791527038248321,0.016336372749684074
40,-0.05126490540636457,1.016721050967099,-0.4503735265527209,0.4608860251859959,0.7925444005716556,0.023996320896729276
