0.002,0.9364519231148439
0.004,0.7324450330038899
0.006,0.6870648583093174
0.008,0.6703539280422111
0.01,0.663424143196774
0.012,0.6612908050539618
0.014,0.6611493370264625
0.016,0.6616008277375198
0.018,0.6621824679403103
0.02,0.6628300527136386
0.022,0.6635589652183839
0.024,0.6643585386463264
0.026,0.6651908885733203
0.028,0.666013400526212
0.03,0.6667934639269892
0.032,0.6675118974197566
0.034,0.668160193050759
0.036,0.6687364680535053
0.038,0.6692424887664019
0.04,0.669682141223936
0.042,0.6700608506467527
0.044,0.6703853597225407
0.046,0.670663496677104
0.048,0.6709038069938246
0.05,0.6711150778303855
