0.002,0.8109333489119652
0.004,0.6340225228763111
0.006,0.572349095084036
0.008,0.5446305685829232
0.01,0.5310418111268524
0.012,0.5237991370250581
0.014,0.5197375142822037
0.016,0.517426399321408
0.018,0.5161636332760959
0.02,0.5155491953725042
0.022,0.5153270428557271
0.024,0.5153355339212593
0.026,0.5154815371950779
0.028,0.5157167369604042
0.03,0.5160174304264715
0.032,0.5163704628247484
0.034,0.5167654423833126
0.036,0.5171917947714546
0.038,0.5176387361946162
0.04,0.5180964233499579
0.042,0.5185570919927716
0.044,0.5190156444234809
0.046,0.5194696318677314
0.048,0.5199188084769955
0.05,0.5203644741779481
