,const,rm_rf
0,0.06639391500459299,0.978414919121017
1,0.06616794335852767,0.9781741554873249
2,0.06594152532841,0.9779349777770231
3,0.06571466011719272,0.9776974163333522
4,0.06548734689213613,0.9774615016230845
5,0.06525958478457339,0.9772272642304616
6,0.06503137288970672,0.9769947348509044
7,0.06480271026643893,0.9767639442844955
8,0.06457359593723916,0.9765349234292195
9,0.06434402888804475,0.9763077032739554
10,0.0641140080682016,0.9760823148912318
11,0.06388353239044305,0.9758587894297314
12,0.06365260073090918,0.9756371581065258
13,0.06342121192920804,0.975417452199072
14,0.06318936478852023,0.9751997030369292
15,0.06295705807574739,0.974983941993221
16,0.06272429052170703,0.974770200475816
17,0.06249106082137466,0.9745585099182418
18,0.06225736763417408,0.974348901770317
19,0.06202320958431798,0.9741414074885002
20,0.061788585261200075,0.9739360585259551
21,0.061553493219839404,0.9737328863223272
22,0.06131793198137876,0.9735319222932233
23,0.06108190003363938,0.9733331978193994
24,0.06084539583173061,0.973136744235649
25,0.060608417798719325,0.9729425928193851
26,0.06037096432635774,0.9727507747789222
27,0.060133033775871585,0.9725613212414493
28,0.05989462447881089,0.9723742632406884
29,0.05965573473796315,0.9721896317042431
30,0.059416362828331175,0.9720074574406363
31,0.05917650699817583,0.9718277711260195
32,0.058936165470126284,0.9716506032905735
33,0.05869533644235705,0.9714759843045865
34,0.05845401808983442,0.9713039443642002
35,0.0582122085656326,0.9711345134768471
36,0.05796990600232042,0.9709677214463496
37,0.05772710851342041,0.970803597857702
38,0.057483814194940266,0.9706421720615257
39,0.05724002112697823,0.9704834731581912
40,0.056995727375402525,0.9703275299816233
41,0.0567509309936065,0.9701743710827728
42,0.05650563002433983,0.9700240247127686
43,0.0562598225016158,0.9698765188057382
44,0.05601350645269627,0.9697318809613088
45,0.05576667990015479,0.9695901384267911
46,0.055519340864017344,0.9694513180790287
47,0.055271487363982415,0.9693154464059494
48,0.055023117421719704,0.9691825494877814
49,0.05477422906324877,0.9690526529779673
50,0.05452482032139666,0.9689257820837748
51,0.054274889238335955,0.968801961546582
52,0.05402443386820197,0.9686812156218867
53,0.0537734522797899,0.9685635680589911
54,0.05352194255933201,0.9684490420804202
55,0.05326990281335385,0.9683376603610349
56,0.0530173311716098,0.9682294450068737
57,0.05276422579009751,0.9681244175337114
58,0.05251058485415046,0.9680225988453596
59,0.052256406581608766,0.9679240092116975
60,0.05200168922606664,0.9678286682464494
61,0.05174643108019675,0.9677365948847219
62,0.05149063047914963,0.9676478073602974
63,0.05123428580402845,0.9675623231827061
64,0.05097739548543647,0.9674801591140682
65,0.05071995800709784,0.9674013311457431
66,0.050461971909548785,0.9673258544747605
67,0.05020343579389952,0.967253743480084
68,0.04994434832566371,0.9671850116986789
69,0.04968470823865528,0.9671196718014351
70,0.049424514338950426,0.9670577355689235
71,0.04916376550891251,0.9669992138670168
72,0.04890246071127903,0.9669441166223912
73,0.048640598993308005,0.9668924527979103
74,0.048378179490981325,0.9668442303679147
75,0.048115201433264046,0.9667994562934272
76,0.04785166414641608,0.966758136497296
77,0.04758756705835447,0.9667202758392853
78,0.047322909703064076,0.966685878091125
79,0.04705769172505301,0.9666549459115608
80,0.04679191288385115,0.9666274808213822
81,0.046525573058548444,0.9666034831784877
82,0.04625867225237031,0.9665829521529762
83,0.045991210597286315,0.966565885702296
84,0.04572318835865039,0.9665522805464721
85,0.04545460593986829,0.9665421321434164
86,0.04518546388708964,0.9665354346643732
87,0.044915762893920366,0.9665321809694719
88,0.04464550380615345,0.966532362583461
89,0.044374687626512976,0.9665359696716012
90,0.044103315519408715,0.9665429910157658
91,0.043831388815697606,0.9665534139907563
92,0.04355890901744802,0.966567224540864
93,0.04328587780270276,0.9665844071566941
94,0.04301229703023787,0.9666049448522759
95,0.04273816874431243,0.9666288191424851
96,0.04246349517940576,0.966656010020802
97,0.042188278764937436,0.9666864959374173
98,0.04191252212996721,0.966720253777731
99,0.04163622810786967,0.9667572588412422
100,0.041359399740979776,0.966797484820874
101,0.041082040285205096,0.9668409037827506
102,0.04080415321460103,0.96688748614644
103,0.04052574222590395,0.9669372006657104
104,0.040246811243019064,0.9669900144097914
105,0.03996736442145733,0.9670458927451957
106,0.0396874061527194,0.967104799318109
107,0.03940694106861994,0.9671666960373634
108,0.03912597404555001,0.9672315430580379
109,0.03884451020867237,0.9672992987656969
110,0.03856255493604622,0.9673699197612914
111,0.03828011386267626,0.9674433608467397
112,0.03799719288448336,0.9675195750112291
113,0.037713798162191656,0.9675985134182359
114,0.037429936125129036,0.9676801253933066
115,0.03714561347493615,0.9677643584126071
116,0.036860837189181074,0.9678511580922682
117,0.036575614524875316,0.9679404681785438
118,0.036289953021887505,0.9680322305388137
119,0.03600386050625129,0.968126385153419
120,0.03571734509336386,0.9682228701084027
121,0.035430415191072,0.9683216215891122
122,0.03514307950264172,0.9684225738747271
123,0.034855347029608796,0.9685256593337072
