,const,rm_rf,smb,hml,rmw,cma
493,-0.0030402658166683487,0.8583321398144761,-0.17753558087997715,-0.4879869048372642,-0.3836914177761802,1.3067995144916396
494,-0.0025564888904550335,0.8580100533140589,-0.1782890364661575,-0.48716848659341283,-0.3858184947936508,1.3063758779102006
495,-0.002068823340973285,0.8576858922095915,-0.17904373568937215,-0.4863372502640399,-0.38795658198523403,1.3059576792182568
496,-0.0015773560093662734,0.8573597880522543,-0.17979955015295662,-0.4854933073869265,-0.39010549511073,1.3055448948137771
497,-0.0010821747965385844,0.8570318717146423,-0.18055634842116497,-0.4846367762538106,-0.3922650454108303,1.3051374991449942
498,-0.0005833686484891858,0.8567022733217688,-0.18131399606191909,-0.4837677818741689,-0.3944350396188553,1.3047354646642726
499,-8.102754130801621e-05,0.856371122182454,-0.18207235569418373,-0.4828864559339544,-0.39661527997437906,1.3043387617819322
500,0.0004247575341887221,0.8560385467211147,-0.18283128703991208,-0.4819929367492622,-0.3988055642387617,1.3039473588200097
501,0.0009338945882035032,0.855704674410002,-0.18359064698050678,-0.48108736921505296,-0.40100568571260947,1.3035612219661152
502,0.001446290648114203,0.8553696317018739,-0.1843502896177521,-0.48016990474888066,-0.4032154332552335,1.3031803152273018
503,0.0019618517750594586,0.8550335439631676,-0.1851100663391237,-0.4792407012297603,-0.40543459130609155,1.3028046003841058
504,0.0024804830809743027,0.8546965354077162,-0.1858698258873812,-0.47829992293217183,-0.4076629399082334,1.3024340369447844
505,0.0030020887461011687,0.8543587290310128,-0.18662941443438202,-0.4773477404553324,-0.4099002547338115,1.3020685820998394
506,0.0035265720369944418,0.8540202465450876,-0.18738867565899214,-0.47638433064773633,-0.4121463071116214,1.301708190676817
507,0.004053835325039996,0.8536812083140224,-0.18814745082900788,-0.4754098765271357,-0.41440086405674287,1.3013528150955687
508,0.0045837801055055504,0.8533417332901774,-0.18890557888693332,-0.4744245671959318,-0.41666368830222905,1.3010024053239195
509,0.005116307017144545,0.8530019389511442,-0.189662896539531,-0.473428597752195,-0.41893453833291644,1.3006569088339384
510,0.005651315862367125,0.8526619412374754,-0.19041923835100583,-0.4724221691963453,-0.42121316842133777,1.3003162705587947
511,0.006188705627993712,0.8523218544913006,-0.19117443683962984,-0.4714054883335526,-0.42349932866570034,1.2999804328503117
512,0.006728374506612408,0.851981791395761,-0.19192832257778164,-0.4703787676721366,-0.4257927650300437,1.2996493354373213
513,0.007270219918543698,0.8516418629154627,-0.19268072429510252,-0.4693422253178776,-0.42809321938644407,1.2993229153848787
514,0.007814138534435428,0.8513021782378908,-0.1934314689847257,-0.46829608486450996,-0.4304004295593577,1.299001107054403
515,0.008360026298493622,0.8509628447158879,-0.19418038201236534,-0.4672405752804739,-0.4327141293720718,1.2986838420648845
516,0.008907778452359325,0.8506239678112717,-0.19492728722809383,-0.4661759307920797,-0.43503404869523166,1.2983710492552267
517,0.009457289559645867,0.8502856510395922,-0.19567200708067425,-0.4651023907631889,-0.43735991349749187,1.2980626546477558
518,0.010008453531136406,0.849947995916173,-0.1964143627342028,-0.4640201995716023,-0.43969144589821607,1.2977585814131156
519,0.010561163650656256,0.8496111019034027,-0.19715417418696363,-0.46292960648228626,-0.44202836422227315,1.2974587498365036
520,0.011115312601618261,0.849275066359422,-0.1978912603922339,-0.4618308655175979,-0.444370383056878,1.2971630772854714
521,0.01167079249425047,0.848939984488212,-0.19862543938089972,-0.4607242353246227,-0.44671721331046826,1.296871478179256
522,0.01222749489350529,0.8486059492911616,-0.19935652838568377,-0.45960997903990847,-0.44906856227362446,1.296583863959888
523,0.01278531084765237,0.8482730515201959,-0.20008434396677144,-0.4584883641515771,-0.4514241336819858,1.2963001430650296
524,0.013344130917555819,0.8479413796324843,-0.20080870213867077,-0.45735966235918707,-0.45378362778115733,1.2960202209027631
525,0.01390384520663281,0.8476110197468298,-0.20152941849808415,-0.45622414943133144,-0.45614674139358274,1.295743999828326
526,0.01446434339149218,0.8472820556017757,-0.20224630835261687,-0.4550821050612834,-0.45851316798738145,1.2954713791229884
527,0.015025514753248734,0.8469545685154839,-0.20295918685012007,-0.4539338127208154,-0.46088259774709467,1.2952022549751065
