0.002,1.6164151176090822
0.004,1.3913349129001673
0.006,1.323636543084657
0.008,1.2889469299679739
0.01,1.2694321603393848
0.012,1.2567463621242325
0.014,1.2472923326756855
0.016,1.2397821797464594
0.018,1.2337299088256939
0.02,1.2288892178345583
0.022,1.2250795735299693
0.024,1.2221397624120638
0.026,1.2199232421244273
0.028,1.218302282290118
0.03,1.217169408271353
0.032,1.2164355061271637
0.034,1.216026900488778
0.036,1.2158828721838135
0.038,1.215953844230059
0.04,1.216199934441917
0.042,1.2165895794958592
0.044,1.2170981172562
0.046,1.2177063654651732
0.048,1.2183992970177024
0.05,1.2191649024816187
