,const,rm_rf
0,-0.07788662213986645,0.7811784552388231
1,-0.07675597030571427,0.7803226029965865
2,-0.07562981761077603,0.7794717885067663
3,-0.07450838508042344,0.7786257923038665
4,-0.07339189849220758,0.7777844054006388
5,-0.07228058814694654,0.7769474298199426
6,-0.07117468861503314,0.7761146791120838
7,-0.070074438457271,0.7752859788559393
8,-0.06898007991960026,0.7744611671422317
9,-0.06789185860112742,0.773640095037338
10,-0.06681002309494273,0.7728226270261168
11,-0.0657348246012732,0.7720086414322914
12,-0.06466651651259885,0.7711980308150111
13,-0.06360535397044101,0.7703907023403076
14,-0.06255159339362225,0.7695865781262647
15,-0.061505491977889966,0.7687855955608323
16,-0.060467307166903336,0.7679877075913154
17,-0.05943729609468711,0.7671928829847103
18,-0.05841571499977632,0.766401106558168
19,-0.05740281861139405,0.7656123793790144
20,-0.056398859508137014,0.764826718933855
21,-0.055404087449776415,0.7640441592664795
22,-0.05441874868292418,0.7632647510843468
23,-0.05344308522146228,0.7624885618336369
24,-0.052477334102785454,0.7617156757429284
25,-0.05152172662106754,0.7609461938357195
26,-0.05057648753892435,0.760180233912129
27,-0.04964183427901601,0.7594179305002324
28,-0.04871797609730297,0.7586594347775998
29,-0.04780511323984825,0.7579049144637067
30,-0.046903436085236484,0.7571545536840002
31,-0.046013124274862024,0.7564085528064856
32,-0.04513434583352354,0.7556671282517783
33,-0.044267256282942764,0.7549305122776548
34,-0.04341199775101294,0.7541989527391966
35,-0.042568698079758764,0.7534727128256716
36,-0.041737469935174715,0.7527520707753679
37,-0.04091840992227795,0.752037319569609
38,-0.040111597708886254,0.7513287666072498
39,-0.03931709516179255,0.7506267333609439
40,-0.03853494549916311,0.7499315550165162
41,-0.03776517246313155,0.7492435800967868
42,-0.03700777951669612,0.7485631700711953
43,-0.03626274906914759,0.7478906989525831
44,-0.03553004173436412,0.7472265528824918
45,-0.0348095956263991,0.7465711297063397
46,-0.03410132569686068,0.7459248385398218
47,-0.033405123118640426,0.7452880993278831
48,-0.03272085472057578,0.7446613423976023
49,-0.032048362477648834,0.744045008006323
50,-0.031387463061308345,0.7434395458863311
51,-0.030737947454468176,0.7428454147874222
52,-0.030099580635669854,0.7422630820186275
53,-0.029472101336812644,0.7416930229904057
54,-0.028855221878733395,0.7411357207585728
55,-0.02824862808877601,0.7405916655712311
56,-0.027651979304315163,0.7400613544199444
57,-0.027064908465996844,0.7395452905963911
58,-0.026487022304222195,0.7390439832556966
59,-0.025917901622143438,0.7385579469876071
60,-0.025357101678142466,0.7380877013966668
61,-0.024804152670446025,0.7376337706924726
62,-0.02425856032618031,0.737196683291045
63,-0.02371980659678693,0.7367769714282887
64,-0.023187350461319714,0.7363751707864421
65,-0.022660628838710423,0.7359918201342767
66,-0.022139057609631835,0.7356274609817554
67,-0.021622032748109525,0.7352826372496719
68,-0.021108931562530017,0.7349578949546535
69,-0.020599114045169144,0.7346537819097403
70,-0.020091924328825003,0.7343708474405327
71,-0.019586692248579105,0.7341096421166697
72,-0.019082735006138864,0.733870717498147
73,-0.018579358933627672,0.7336546258956775
74,-0.01807586135309557,0.7334619201440035
75,-0.017571532527419963,0.7332931533866762
76,-0.01706565769766159,0.7331488788704807
77,-0.016557519201331646,0.733029649747229
78,-0.016046398665421104,0.7329360188802313
79,-0.015531579267442076,0.7328685386522535
80,-0.015012348057139857,0.7328277607712764
81,-0.014487998330950946,0.7328142360698611
82,-0.013957832050724013,0.7328285142933132
83,-0.013421162297668847,0.7328711438713533
84,-0.012877315751985075,0.7329426716673122
85,-0.012325635188123124,0.7330436426983536
86,-0.011765481975176219,0.7331745998195505
87,-0.011196238571473031,0.733336083364088
88,-0.010617311002062663,0.7335286307312172
89,-0.010028131307444177,0.7337527759130373
90,-0.009428159951607862,0.7340090489506073
91,-0.008816888177226801,0.734297975309344
92,-0.008193840295658754,0.7346200751632465
93,-0.007558575899318363,0.7349758625769922
94,-0.0069106919839368765,0.7353658445746643
95,-0.0062498249682575455,0.7357905200836025
96,-0.005575652598832579,0.7362503787417006
97,-0.00488789572777293,0.7367458995564938
98,-0.0041863199515839574,0.7372775494044483
99,-0.003470737099584561,0.737845781359199
100,-0.002741006560866582,0.7384510328379128
101,-0.0019970364393068142,0.7390937235556553
102,-0.0012387845267945257,0.7397742532785336
103,-0.000466259085594381,0.7404929993675388
104,0.00032048056838197207,0.7412503141064656
105,0.0011213236886593633,0.7420465218089699
106,0.0019361079338387577,0.7428819157019052
107,0.0027646194208221864,0.743756754584403
108,0.003606592999382836,0.7446712592648891
109,0.0044617127504640785,0.7456256087812548
110,0.00532961270912424,0.7466199364128201
111,0.0062098778114796855,0.7476543254964264
112,0.007102045063354704,0.7487288050630716
