,const,rm_rf,smb,hml
0,-0.051833896977366505,0.8436934196278565,-0.3412939386372224,-0.5727227080064597
1,-0.05129013172309338,0.8421452977745523,-0.3424685148012538,-0.5765104350865594
2,-0.05073676699929291,0.8405968523699474,-0.3436416465316837,-0.5802883030194513
3,-0.05017379022609437,0.839048159279729,-0.34481302139870884,-0.5840556694768098
4,-0.04960119339199683,0.8374992937219793,-0.3459823180107297,-0.5878118872719893
5,-0.04901897316888245,0.8359503301638742,-0.34714920602464994,-0.5915563047356505
6,-0.04842713102485134,0.8344013422199625,-0.34831334616330556,-0.5952882660995819
7,-0.04782567333460224,0.8328524025523982,-0.34947439024006205,-0.5990071118882647
8,-0.047214611487077424,0.8313035827734814,-0.35063198119062766,-0.6027121793177203
9,-0.046593961990087814,0.8297549533508989,-0.3517857531120914,-0.6064028027011273
10,-0.04596374657162678,0.82820658351603,-0.35293533130918775,-0.6100783138607121
11,-0.045323992277580376,0.8266585411757483,-0.35408033234776415,-0.6137380425453605
12,-0.04467473156553772,0.8251108928280945,-0.3552203641154189,-0.6173813168534131
13,-0.0440160023944039,0.8235637034822715,-0.35635502588922746,-0.6210074636600404
14,-0.043347848309516684,0.8220170365833586,-0.35748390841049926,-0.6246158090486386
15,-0.042670318522969014,0.8204709539422038,-0.3586065939664453,-0.6282056787456132
16,-0.04198346798883972,0.8189255156709311,-0.3597226564786294,-0.6317763985579112
17,-0.04128735747303732,0.8173807801245059,-0.36083166159807417,-0.6353272948127096
18,-0.04058205361746607,0.815836803848829,-0.36193316680683135,-0.6388576947985399
19,-0.0398676289982262,0.8142936415358216,-0.36302672152584614,-0.6423669272072292
20,-0.039144162177567714,0.8127513459859631,-0.3641118672288951,-0.6458543225759464
21,-0.03841173774932444,0.8112099680787752,-0.36518813756236845,-0.6493192137286768
22,-0.03767044637756104,0.809669556751719,-0.3662550584706522,-0.652760936216415
23,-0.03692038482817915,0.8081301589879979,-0.36731214832683096,-0.6561788287553622
24,-0.03616165599323647,0.8065918198137576,-0.36835891806843185,-0.6595722336624199
