0.002,1.0124765778460596
0.004,0.7661615625990766
0.006,0.7050268424899636
0.008,0.68263696806153
0.01,0.6689806056216695
0.012,0.6586899967874839
0.014,0.6508752493312877
0.016,0.6450251244770302
0.018,0.6406520246194194
0.02,0.6373693062227012
0.022,0.6349092414211819
0.024,0.6330909597053346
0.026,0.6317867206016831
0.028,0.6308993348505657
0.03,0.6303494122613488
0.032,0.630069383136186
0.034,0.6300012767977053
0.036,0.6300958919824066
0.038,0.6303121183992083
0.04,0.6306160811257403
0.042,0.6309801888903598
0.044,0.6313822250792882
0.046,0.6318045536797018
0.048,0.6322334476260721
0.05,0.632658516470255
